Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can Erythrocyte that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'Miocyte'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can LeafCell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also Miocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also Erythrocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also LeafCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByOrganism that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  True.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can Erythrocyte that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByOrganism that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'PlantCell'?,  True.
Can Cell that is also CellByClass be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also CellByClass be considered a subcategory of 'CirculatingCell'?,  True.
Can CellByClass that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can MioBlast that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
