Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Can VegetationSpecies be considered a subcategory of 'Foraminifer'?, **False
Can VegetationSpecies be considered a subcategory of 'Dairy'?, **False
Can VegetationSpecies be considered a subcategory of 'Liverwort'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Crustacean'?, False
Can VegetationSpecies be considered a subcategory of 'Canopy'?, False
Can VegetationSpecies be considered a subcategory of 'Coral'?, **False
Can VegetationSpecies be considered a subcategory of 'ExoticVegetation'?, **False
Can VegetationSpecies be considered a subcategory of 'SegmentedWorm'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'LivingThing'?, True
Can VegetationSpecies be considered a subcategory of 'LivingThing that is also Macrophyte'?, True
Can VegetationSpecies be considered a subcategory of 'Bird'?, **False
Can VegetationSpecies be considered a subcategory of 'Fern'?, False
Can VegetationSpecies be considered a subcategory of 'DominantSpecies'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'BlueGreenAlgae'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'EvergreenVegetation'?, **True
Can VegetationSpecies be considered a subcategory of 'TreeRing'?, **False
Can VegetationSpecies be considered a subcategory of 'Vegetation'?, TRUE
Can VegetationSpecies be considered a subcategory of 'LivingThing that is also Macrophyte that is also Vegetation'?, **True
Can VegetationSpecies be considered a subcategory of 'ExoticSpecies'?, False
Can VegetationSpecies be considered a subcategory of 'Litter'?, False
Can VegetationSpecies be considered a subcategory of 'Crown'?, False
Can VegetationSpecies be considered a subcategory of 'Jellyfish'?, False
Can VegetationSpecies be considered a subcategory of 'Invertebrate'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'Anemone'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'Ciliate'?, **False
Can VegetationSpecies be considered a subcategory of 'Zooplankton'?, **False
Can VegetationSpecies be considered a subcategory of 'FloweringPlant'?, TRUE
Can VegetationSpecies be considered a subcategory of 'FloweringPlant that is also LivingThing that is also Macrophyte'?, TRUE
Can VegetationSpecies be considered a subcategory of 'Sporozoan'?, False
Can VegetationSpecies be considered a subcategory of 'IndigenousVegetation'?, **True
Can VegetationSpecies be considered a subcategory of 'Nutrient'?, False
Can VegetationSpecies be considered a subcategory of 'IndigenousSpecies'?, **False
Can VegetationSpecies be considered a subcategory of 'MarineInvertebrate'?, **False
Can VegetationSpecies be considered a subcategory of 'Conifer'?, **False
Can VegetationSpecies be considered a subcategory of 'Yeast'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'Mammal'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Protist'?, **False
Can VegetationSpecies be considered a subcategory of 'Centipede'?, **False
Can VegetationSpecies be considered a subcategory of 'Crop'?, **False
Can VegetationSpecies be considered a subcategory of 'Algae'?, **False
Can VegetationSpecies be considered a subcategory of 'Arthropod'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'MarineBird'?, False
Can VegetationSpecies be considered a subcategory of 'Chlorophyll'?, **False
Can VegetationSpecies be considered a subcategory of 'Mollusk'?, **False
Can VegetationSpecies be considered a subcategory of 'Echinoderm'?, **False
Can VegetationSpecies be considered a subcategory of 'Plant'?, True
Can VegetationSpecies be considered a subcategory of 'FloweringPlant that is also LivingThing that is also Macrophyte that is also Plant'?, TRUE
Can VegetationSpecies be considered a subcategory of 'Amoebae'?, False
Can VegetationSpecies be considered a subcategory of 'Insect'?, **False
Can VegetationSpecies be considered a subcategory of 'Mold'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Bacteria'?, **False
Can VegetationSpecies be considered a subcategory of 'DeciduousVegetation'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Phytoplankton'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'FloweringPlant that is also LivingThing that is also Macrophyte that is also Plant that is also VegetationCover'?, TRUE
Can VegetationSpecies be considered a subcategory of 'FloweringPlant that is also LivingThing that is also Macroalgae that is also Macrophyte that is also Plant that is also VegetationCover'?, TRUE
Can VegetationSpecies be considered a subcategory of 'FloweringPlant that is also LivingThing that is also Macroalgae that is also Macrophyte that is also Plant that is also Vegetation that is also VegetationCover'?, **True
Can Fish that is also Flatworm be considered a subcategory of 'Liverwort'?, False
Can Human that is also MicrobiotaTaxonomy be considered a subcategory of 'Mammal'?, **False
Can Liverwort that is also VegetationCover be considered a subcategory of 'Litter'?, **False
Can Crop that is also Echinoderm be considered a subcategory of 'Fish'?, **False
Can Amoebae that is also Fish be considered a subcategory of 'TreeRing'?, **False
Can Anemone that is also Microbiota be considered a subcategory of 'Insect'?, **FALSE
Can Litter that is also TreeRing be considered a subcategory of 'Foraminifer'?, **False
Can Arachnid that is also Microphyte be considered a subcategory of 'Livestock'?, **False
Can MarineBird that is also Millipede be considered a subcategory of 'Conifer'?, FALSE
Can Animal that is also Foraminifer be considered a subcategory of 'Leaf'?, False
Can Flagellate that is also Roundworm be considered a subcategory of 'Crop'?, False
Can EvergreenVegetation that is also Human be considered a subcategory of 'Crown'?, FALSE
Can Insect that is also Liverwort be considered a subcategory of 'Coral'?, FALSE
Can Algae that is also Crustacean be considered a subcategory of 'Coccolithophore'?, False
Can Radiolarian that is also Zooplankton be considered a subcategory of 'ExoticSpecies'?, **False
Can Microbiota that is also Nutrient be considered a subcategory of 'Invertebrate'?, False
Can Plankton that is also Sporozoan be considered a subcategory of 'Arthropod'?, FALSE
Can Coccolithophore that is also VegetationSpecies be considered a subcategory of 'Microalgae'?, TRUE
Can Coccolithophore be considered a subcategory of 'Microalgae'?, TRUE
Can Coccolithophore be considered a subcategory of 'VegetationCover'?, FALSE
Can Coccolithophore be considered a subcategory of 'Fungi'?, False
Can Coccolithophore be considered a subcategory of 'Arachnid'?, False
Can Coccolithophore be considered a subcategory of 'VegetationSpecies'?, False
Can Coccolithophore be considered a subcategory of 'Livestock'?, **False
Can Coccolithophore be considered a subcategory of 'Sponge'?, **False
Can Coccolithophore be considered a subcategory of 'Flatworm'?, False
Can Coccolithophore be considered a subcategory of 'Diatom'?, False
Can Coccolithophore be considered a subcategory of 'FungiTaxonomy'?, False
Can Coccolithophore be considered a subcategory of 'MarinePlant'?, **False
Can Coccolithophore be considered a subcategory of 'Moss'?, **FALSE
Can Coccolithophore be considered a subcategory of 'Vertebrate'?, **False
Can Coccolithophore be considered a subcategory of 'Radiolarian'?, **False
Can Coccolithophore be considered a subcategory of 'Human'?, **False
Can Coccolithophore be considered a subcategory of 'MarineMicrobiota'?, TRUE
Can Coccolithophore be considered a subcategory of 'MarineMicrobiota that is also Microalgae'?, TRUE
Can Coccolithophore be considered a subcategory of 'Animal'?, **False
Can Coccolithophore be considered a subcategory of 'Flagellate'?, **False
Can Coccolithophore be considered a subcategory of 'Poultry'?, **False
Can Coccolithophore be considered a subcategory of 'MarineMammal'?, False
Can Coccolithophore be considered a subcategory of 'Amphibian'?, False
Can Coccolithophore be considered a subcategory of 'Millipede'?, **False
Can Coccolithophore be considered a subcategory of 'Plankton'?, True
Can Coccolithophore be considered a subcategory of 'MarineMicrobiota that is also Microalgae that is also Plankton'?, TRUE
Can Coccolithophore be considered a subcategory of 'Roundworm'?, **FALSE
Can Coccolithophore be considered a subcategory of 'Microphyte'?, **TRUE
Can Coccolithophore be considered a subcategory of 'SlimeMold'?, **False
Can Coccolithophore be considered a subcategory of 'Microbiota'?, **FALSE
Can Coccolithophore be considered a subcategory of 'MicrobiotaTaxonomy'?, FALSE
Can Coccolithophore be considered a subcategory of 'Lichen'?, **FALSE
Can Coccolithophore be considered a subcategory of 'Leaf'?, **False
Can Coccolithophore be considered a subcategory of 'Pollen'?, False
Can Coccolithophore be considered a subcategory of 'Mushroom'?, FALSE
Can Coccolithophore be considered a subcategory of 'Fish'?, False
Can Coccolithophore be considered a subcategory of 'Reptile'?, False
Can Coccolithophore be considered a subcategory of 'MarineAnimal'?, FALSE
Can Coccolithophore be considered a subcategory of 'Macroalgae'?, False
Can Coccolithophore be considered a subcategory of 'Foraminifer'?, False
Can Coccolithophore be considered a subcategory of 'Dairy'?, **False
Can Coccolithophore be considered a subcategory of 'Liverwort'?, **False
Can Coccolithophore be considered a subcategory of 'Crustacean'?, FALSE
Can Coccolithophore be considered a subcategory of 'Canopy'?, **False
Can Coccolithophore be considered a subcategory of 'Coral'?, **False
Can Coccolithophore be considered a subcategory of 'ExoticVegetation'?, False
Can Coccolithophore be considered a subcategory of 'Macrophyte'?, False
Can Coccolithophore be considered a subcategory of 'SegmentedWorm'?, FALSE
Can Coccolithophore be considered a subcategory of 'LivingThing'?, **True
Can Coccolithophore be considered a subcategory of 'Bird'?, False
Can Coccolithophore be considered a subcategory of 'Fern'?, False
Can Coccolithophore be considered a subcategory of 'DominantSpecies'?, **False
Can Coccolithophore be considered a subcategory of 'BlueGreenAlgae'?, **FALSE
Can Coccolithophore be considered a subcategory of 'EvergreenVegetation'?, False
Can Coccolithophore be considered a subcategory of 'TreeRing'?, FALSE
Can Coccolithophore be considered a subcategory of 'Vegetation'?, FALSE
Can Coccolithophore be considered a subcategory of 'ExoticSpecies'?, False
Can Coccolithophore be considered a subcategory of 'Litter'?, **False
Can Coccolithophore be considered a subcategory of 'Crown'?, False
Can Coccolithophore be considered a subcategory of 'Jellyfish'?, False
Can Coccolithophore be considered a subcategory of 'Invertebrate'?, False
Can Coccolithophore be considered a subcategory of 'Anemone'?, False
Can Coccolithophore be considered a subcategory of 'Ciliate'?, **False
Can Coccolithophore be considered a subcategory of 'Zooplankton'?, **False
Can Coccolithophore be considered a subcategory of 'FloweringPlant'?, **False
Can Coccolithophore be considered a subcategory of 'Sporozoan'?, False
Can Coccolithophore be considered a subcategory of 'IndigenousVegetation'?, **False
Can Coccolithophore be considered a subcategory of 'Nutrient'?, **False
Can Coccolithophore be considered a subcategory of 'IndigenousSpecies'?, FALSE
Can Coccolithophore be considered a subcategory of 'MarineInvertebrate'?, **TRUE
Can Coccolithophore be considered a subcategory of 'Conifer'?, **False
Can Coccolithophore be considered a subcategory of 'Yeast'?, **False
Can Coccolithophore be considered a subcategory of 'Mammal'?, False
Can Coccolithophore be considered a subcategory of 'Protist'?, TRUE
Can Coccolithophore be considered a subcategory of 'MarineMicrobiota that is also Microalgae that is also Plankton that is also Protist'?, TRUE
Can Coccolithophore be considered a subcategory of 'Centipede'?, FALSE
Can Coccolithophore be considered a subcategory of 'Crop'?, False
Can Coccolithophore be considered a subcategory of 'Algae'?, FALSE
Can Coccolithophore be considered a subcategory of 'Arthropod'?, False
Can Coccolithophore be considered a subcategory of 'MarineBird'?, False
Can Coccolithophore be considered a subcategory of 'Chlorophyll'?, False
Can Coccolithophore be considered a subcategory of 'Mollusk'?, False
Can Coccolithophore be considered a subcategory of 'Echinoderm'?, **False
Can Coccolithophore be considered a subcategory of 'Plant'?, FALSE
Can Coccolithophore be considered a subcategory of 'Amoebae'?, **False
Can Coccolithophore be considered a subcategory of 'Insect'?, **FALSE
