HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
ElectrocardiogramQTInterval and LowReductionInChildDepressionScore SubClassOf MontgomeryAsbergDepressionRating,  False.
ExerciseResponse and HighRemissionOddsRatio SubClassOf BodyMassIndexDifference,  False.
GenotypeMeasure SubClassOf WeigthGain,  False.
WeigthGain and _24HourBloodPressure SubClassOf HighHamiltonDepressionScore,  False.
BloodSerumProteinCount and LowerDiseaseSusceptibilityOdds SubClassOf AirwayResponsivenessUsingMethacholine,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf CognitiveMeasure,  True.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf ChildDepressionScore,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf MolecularMeasure,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf RemissionFrequency,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf SatietyFrequency,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf ASAAConcentrationIncrease,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf ERVisitFrequency,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf ForcedExperiatoryVolume,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf DailyBloodPressure,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf HighRemission,  I cannot
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf WeigthDifference,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf GeneExpressionDifference,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf ExerciseResponse,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf NeoplasmFrequency,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf GenotypeMeasure,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
HighHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore SubClassOf QualityOfLife,  True.
HighHamiltonDepressionScore SubClassOf QualityOfLife,  True.
HighHamiltonDepressionScore SubClassOf ChildDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf MolecularMeasure,  False.
HighHamiltonDepressionScore SubClassOf RemissionFrequency,  False.
HighHamiltonDepressionScore SubClassOf SatietyFrequency,  False.
HighHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
HighHamiltonDepressionScore SubClassOf ASAAConcentrationIncrease,  False.
HighHamiltonDepressionScore SubClassOf ERVisitFrequency,  False.
HighHamiltonDepressionScore SubClassOf ForcedExperiatoryVolume,  False.
HighHamiltonDepressionScore SubClassOf DailyBloodPressure,  False.
HighHamiltonDepressionScore SubClassOf HighRemission,  False.
HighHamiltonDepressionScore SubClassOf WeigthDifference,  False.
HighHamiltonDepressionScore SubClassOf GeneExpressionDifference,  False.
HighHamiltonDepressionScore SubClassOf ExerciseResponse,  False.
HighHamiltonDepressionScore SubClassOf NeoplasmFrequency,  False.
HighHamiltonDepressionScore SubClassOf GenotypeMeasure,  False.
HighHamiltonDepressionScore SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
HighHamiltonDepressionScore SubClassOf AirwayResponsivenessUsingMethacholine,  False.
HighHamiltonDepressionScore SubClassOf HighReductionInHamiltonAnxietyScore,  False.
HighHamiltonDepressionScore SubClassOf ModerateHamiltonDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf LowReductionInChildDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf BodyMassIndexDifference,  False.
HighHamiltonDepressionScore SubClassOf HigherDiseaseSusceptibiltyOdds,  I cannot
HighHamiltonDepressionScore SubClassOf ForcedVitalCapacity,  False.
HighHamiltonDepressionScore SubClassOf HamiltonDepressionMeasure,  True.
HighHamiltonDepressionScore SubClassOf HamiltonDepressionMeasure and QualityOfLife,  True (
HighHamiltonDepressionScore SubClassOf PlasmaDrugConcentration,  False.
HighHamiltonDepressionScore SubClassOf ElectrocardiogramQTInterval,  False.
HighHamiltonDepressionScore SubClassOf PharmacokineticMeasure,  False.
HighHamiltonDepressionScore SubClassOf LowMontgomeryAsbergDepressionRating,  I cannot
HighHamiltonDepressionScore SubClassOf RemissionMeasure,  True.
HighHamiltonDepressionScore SubClassOf QualityOfLife and RemissionMeasure,  True for
HighHamiltonDepressionScore SubClassOf BiologicalMeasure,  True.
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf GeneExpressionMeasure,  False.
HighHamiltonDepressionScore SubClassOf CellCount,  False.
HighHamiltonDepressionScore SubClassOf ASAAMeasure,  True.
HighHamiltonDepressionScore SubClassOf ASAAMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf PopulationVariation,  False.
HighHamiltonDepressionScore SubClassOf MetabolicMeasure,  False.
HighHamiltonDepressionScore SubClassOf TaxonomicMeasure,  True.
HighHamiltonDepressionScore SubClassOf QualityOfLife and TaxonomicMeasure,  True for
HighHamiltonDepressionScore SubClassOf LowRemission,  False.
HighHamiltonDepressionScore SubClassOf DrugClearance,  False.
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDifference,  False.
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDecrease,  I cannot
HighHamiltonDepressionScore SubClassOf ModerateMontgomeryAsbergDepressionRating,  I cannot
HighHamiltonDepressionScore SubClassOf BodyMassIndexMeasure,  False.
HighHamiltonDepressionScore SubClassOf IncreasedGeneExpression,  False.
HighHamiltonDepressionScore SubClassOf PathogenCount,  False.
HighHamiltonDepressionScore SubClassOf SimilarDiseaseSusceptibilityOdds,  I cannot
HighHamiltonDepressionScore SubClassOf SatietyDifference,  False.
HighHamiltonDepressionScore SubClassOf DiseaseFrequency,  False.
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionMeasure,  False.
HighHamiltonDepressionScore SubClassOf CognitiveMeasure,  True.
HighHamiltonDepressionScore SubClassOf CognitiveMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  I cannot
HighHamiltonDepressionScore SubClassOf HighMontgomeryAsbergDepressionRating,  False.
HighHamiltonDepressionScore SubClassOf WeightLoss,  False.
HighHamiltonDepressionScore SubClassOf Gender,  False.
HighHamiltonDepressionScore SubClassOf HamiltonAnxietyScore,  False.
HighHamiltonDepressionScore SubClassOf SatietyDecrease,  False.
HighHamiltonDepressionScore SubClassOf Weigth,  False.
HighHamiltonDepressionScore SubClassOf Race,  False.
HighHamiltonDepressionScore SubClassOf WeigthGain,  False.
HighHamiltonDepressionScore SubClassOf AsthmaFrequency,  False.
HighHamiltonDepressionScore SubClassOf DecreasedGeneExpression,  False.
HighHamiltonDepressionScore SubClassOf PharmacodynamicMeasure,  True.
HighHamiltonDepressionScore SubClassOf PharmacodynamicMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf ModerateRemission,  False.
HighHamiltonDepressionScore SubClassOf TissueMeasure,  False.
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRating,  I cannot
HighHamiltonDepressionScore SubClassOf HighReductionInChildDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf ZeroRemission,  False.
HighHamiltonDepressionScore SubClassOf DoseFrequency,  False.
HighHamiltonDepressionScore SubClassOf HamiltonAnxietyScoreDifference,  False.
HighHamiltonDepressionScore SubClassOf DrugEfficacy,  False.
HighHamiltonDepressionScore SubClassOf WeightMeasure,  False.
HighHamiltonDepressionScore SubClassOf CoagulationProfile,  False.
HighHamiltonDepressionScore SubClassOf LowReductionInHamiltonDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf BloodPressure,  False.
HighHamiltonDepressionScore SubClassOf PulmonaryFunctionMeasure,  False.
HighHamiltonDepressionScore SubClassOf SatietyIncrease,  False.
HighHamiltonDepressionScore SubClassOf DiseaseSusceptibilityOdds,  False.
HighHamiltonDepressionScore SubClassOf LowHamiltonDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf BoneMineralDensity,  False.
HighHamiltonDepressionScore SubClassOf NormalGeneExpression,  False.
HighHamiltonDepressionScore SubClassOf ReninAngiotensinSystemMeasure,  False.
HighHamiltonDepressionScore SubClassOf BloodSerumProteinCount,  False.
HighHamiltonDepressionScore SubClassOf AnxietyMeasure,  False.
HighHamiltonDepressionScore SubClassOf HamiltonDepressionScore,  True.
HighHamiltonDepressionScore SubClassOf HamiltonDepressionScore and QualityOfLife,  I cannot
HighHamiltonDepressionScore SubClassOf SideEffectRate,  False.
HighHamiltonDepressionScore SubClassOf DepressionMeasure,  True.
HighHamiltonDepressionScore SubClassOf DepressionMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf GeneExpression,  False.
HighHamiltonDepressionScore SubClassOf Dose,  False.
HighHamiltonDepressionScore SubClassOf SatietyMeasure,  False.
HighHamiltonDepressionScore SubClassOf LowerDiseaseSusceptibilityOdds,  I cannot
HighHamiltonDepressionScore SubClassOf SideEffectFrequency,  False.
HighHamiltonDepressionScore SubClassOf MyocardialInfarctionFrequency,  False.
HighHamiltonDepressionScore SubClassOf ZeroDrugEfficacy,  False.
HighHamiltonDepressionScore SubClassOf Satiety,  False.
HighHamiltonDepressionScore SubClassOf ClinicalOutcomeMeasure,  True.
HighHamiltonDepressionScore SubClassOf ClinicalOutcomeMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf LipidProfile,  False.
HighHamiltonDepressionScore SubClassOf BodyMassIndexDecrease,  False.
HighHamiltonDepressionScore SubClassOf HighDrugEfficacy,  False.
HighHamiltonDepressionScore SubClassOf BodyMassIndexIncrease,  False.
HighHamiltonDepressionScore SubClassOf _24HourBloodPressure,  False.
HighHamiltonDepressionScore SubClassOf HighReductionInHamiltonDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf BodyMassIndex,  False.
HighHamiltonDepressionScore SubClassOf DrugEfficacyMeasure,  False.
HighHamiltonDepressionScore SubClassOf BiophysicalMeasure,  False.
HighHamiltonDepressionScore SubClassOf ChildDepressionScoreDifference,  False.
HighHamiltonDepressionScore SubClassOf LowReductionInHamiltonAnxietyScore,  False.
HighHamiltonDepressionScore SubClassOf ChildDepressionMeasure,  True.
HighHamiltonDepressionScore SubClassOf ChildDepressionMeasure and QualityOfLife,  True for
HighHamiltonDepressionScore SubClassOf HamiltonDepressionScoreDifference,  False.
HighHamiltonDepressionScore SubClassOf HighRemissionOddsRatio,  False.
HighHamiltonDepressionScore SubClassOf LowDrugEfficacy,  I cannot
HighHamiltonDepressionScore SubClassOf ErythromycinClearanceMeasure,  False.
HighHamiltonDepressionScore SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
HighHamiltonDepressionScore SubClassOf ModerateReductionInChildDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf ASAAConcentration,  False.
HighHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonDepressionScore,  False.
HighHamiltonDepressionScore SubClassOf SimilarRemissionOddsRatio,  I cannot
HighHamiltonDepressionScore SubClassOf EventFreeSurvivalTime,  False.
HighHamiltonDepressionScore SubClassOf LowRemissionOddsRatio,  I cannot
HighHamiltonDepressionScore SubClassOf HomocysteineLevel,  False.
HighHamiltonDepressionScore SubClassOf SideEffectMeasure,  False.
HighHamiltonDepressionScore SubClassOf RemissionOddsRatio,  False.
ErythromycinClearanceMeasure and HighReductionInHamiltonAnxietyScore SubClassOf HighReductionInChildDepressionScore,  False.
ASAAConcentrationDecrease and QualityOfLife SubClassOf Gender,  False.
ASAAConcentrationIncrease and MetabolicMeasure SubClassOf HighRemissionOddsRatio,  I cannot
ASAAConcentration and ExerciseResponse SubClassOf HighHamiltonDepressionScore,  False.
BodyMassIndexIncrease and DrugEfficacyMeasure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
WeightLoss and _24HourBloodPressure SubClassOf DepressionMeasure,  False.
DepressionMeasure and NormalGeneExpression SubClassOf SatietyMeasure,  False.
DrugClearance and HigherDiseaseSusceptibiltyOdds SubClassOf Gender,  False.
HamiltonDepressionScore and SimilarDiseaseSusceptibilityOdds SubClassOf HighRemissionOddsRatio,  False.
DiseaseSusceptibilityOdds and WeigthDifference SubClassOf ASAAConcentrationDecrease,  False.
HamiltonDepressionScore and PlasmaDrugConcentration SubClassOf WeightMeasure,  False.
NormalGeneExpression and _24HourBloodPressure SubClassOf ModerateRemission,  False.
ModerateMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf BodyMassIndexMeasure,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf CognitiveMeasure,  True.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ChildDepressionScore,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf MolecularMeasure, False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf RemissionFrequency,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf SatietyFrequency,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ASAAConcentrationIncrease,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ERVisitFrequency,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ForcedExperiatoryVolume,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf DailyBloodPressure,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf HighRemission,  I cannot
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf WeigthDifference,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf GeneExpressionDifference,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ExerciseResponse,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf NeoplasmFrequency,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf GenotypeMeasure,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  I'
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf AirwayResponsivenessUsingMethacholine,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf HighReductionInHamiltonAnxietyScore,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf ModerateHamiltonDepressionScore,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf LowReductionInChildDepressionScore,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf BodyMassIndexDifference,  False.
ChildDepressionScoreDifference and HighHamiltonDepressionScore SubClassOf HigherDiseaseSusceptibiltyOdds,  True.
ChildDepressionScoreDifference SubClassOf HigherDiseaseSusceptibiltyOdds,  I cannot
DecreasedGeneExpression and _24HourBloodPressure SubClassOf HighReductionInChildDepressionScore,  False.
DoseFrequency and WeightLoss SubClassOf PulmonaryFunctionMeasure,  False.
ASAAConcentrationIncrease and BloodSerumProteinCount SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
HamiltonDepressionMeasure and HighRemissionOddsRatio SubClassOf ChildDepressionScoreDifference,  False.
MontgomeryAsbergDepressionMeasure and WeigthDifference SubClassOf ASAAConcentrationDifference,  False.
BoneMineralDensity and CoagulationProfile SubClassOf Dose,  False.
HighMontgomeryAsbergDepressionRating and LipidProfile SubClassOf BloodSerumProteinCount,  False.
BloodPressure and HighReductionInHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonAnxietyScore,  I cannot
HighRemission and PharmacodynamicMeasure SubClassOf GenotypeMeasure,  False.
ASAAConcentrationDifference and ModerateRemission SubClassOf ErythromycinClearanceMeasure,  False.
