Crop and MarinePlant SubClassOf Arthropod,  False.
ExoticSpecies and Flatworm SubClassOf Livestock,  False.
Dairy and Fish SubClassOf EvergreenVegetation,  False.
BlueGreenAlgae SubClassOf DominantSpecies and VegetationCover,  False.
BlueGreenAlgae SubClassOf DominantSpecies and Microalgae,  True,
BlueGreenAlgae SubClassOf DominantSpecies and Microalgae and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf DominantSpecies and MarinePlant and Microalgae,  True.
BlueGreenAlgae SubClassOf DominantSpecies and MarineMicrobiota and MarinePlant and Microalgae,  True\n
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineMicrobiota and MarinePlant and Microalgae,  True\n
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True\n
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton,  True for
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and MicrobiotaTaxonomy and Plankton,  True for
BlueGreenAlgae SubClassOf DominantSpecies and Flagellate and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True for
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True\n
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and LivingThing and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True:
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton and Vegetation,  True for
BlueGreenAlgae SubClassOf DominantSpecies and ExoticSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True:
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True for
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton and Protist,  True for
BlueGreenAlgae SubClassOf Algae and DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True\n
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True:
BlueGreenAlgae SubClassOf Algae and DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton and Plant,  True\n
BlueGreenAlgae SubClassOf Algae and Bacteria and DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton and Plant,  The answer
BlueGreenAlgae SubClassOf Algae and DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Phytoplankton and Plankton and Plant,  True\n
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Plant and Protist and VegetationCover and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Phytoplankton and Plankton and Plant and Protist and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Phytoplankton and Plankton and Plant and Protist and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Plant and Protist and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Plant and Protist and Vegetation and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Chlorophyll and DominantSpecies and ExoticSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Plant and Protist and VegetationSpecies,  True:
BlueGreenAlgae SubClassOf Algae and Bacteria and Chlorophyll and DominantSpecies and ExoticVegetation and Flagellate and IndigenousSpecies and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Plant and Protist and VegetationSpecies,  The following
MicrobiotaTaxonomy and Mollusk SubClassOf DeciduousVegetation,  False\n
Fern and Invertebrate SubClassOf Pollen,  False.
Plant and VegetationCover SubClassOf Coral,  False.
Crustacean and Macrophyte SubClassOf Ciliate,  False.
Animal and Lichen SubClassOf FungiTaxonomy,  False.
ExoticVegetation and Millipede SubClassOf Sporozoan,  False.
Algae and Fern SubClassOf Jellyfish,  False.
Insect and Plant SubClassOf Arachnid,  False.
Amphibian and Sporozoan SubClassOf Yeast,  False.
Ciliate and Nutrient SubClassOf Sponge,  False.
Amphibian and Vertebrate SubClassOf Foraminifer,  False.
Animal and Microbiota SubClassOf Macrophyte,  False.
Algae and ExoticVegetation SubClassOf Mold,  False.
Ciliate and Macroalgae SubClassOf Insect,  False.
Centipede and MarineAnimal SubClassOf Plankton,  False.
Mold and SlimeMold SubClassOf Amoebae,  False.
Microalgae and Nutrient SubClassOf Jellyfish,  False.
Anemone and Mushroom SubClassOf Sporozoan,  False.
Conifer and Pollen SubClassOf Crustacean,  False.
Bird and Microphyte SubClassOf ExoticVegetation,  False.
Arachnid and MicrobiotaTaxonomy SubClassOf Vertebrate,  False.
Animal and Moss SubClassOf BlueGreenAlgae,  False.
EvergreenVegetation and Roundworm SubClassOf Phytoplankton,  False.
Dairy and Fish SubClassOf Roundworm,  False.
DeciduousVegetation and MarinePlant SubClassOf DominantSpecies,  False.
Amphibian and Litter SubClassOf Arthropod,  False.
Animal and Crop SubClassOf Macroalgae,  False.
Fish and MarinePlant SubClassOf SlimeMold,  False.
Reptile and Yeast SubClassOf Millipede,  False.
Amphibian and ExoticVegetation SubClassOf SegmentedWorm,  False.
Fern and Vegetation SubClassOf Radiolarian,  False.
MarineInvertebrate and Sponge SubClassOf MarineBird,  False.
Plant and TreeRing SubClassOf Litter,  False.
MarineMicrobiota and Mollusk SubClassOf Zooplankton,  False.
ExoticSpecies and MicrobiotaTaxonomy SubClassOf DeciduousVegetation,  False.
Amoebae and Livestock SubClassOf Nutrient,  False.
Bacteria and Bird SubClassOf Diatom,  False.
MarineMicrobiota and SegmentedWorm SubClassOf Moss,  False.
Mushroom and VegetationCover SubClassOf Arthropod,  False.
MarineAnimal SubClassOf Arachnid,  False.
Bird and FungiTaxonomy SubClassOf MarineBird,  False.
Insect and Microalgae SubClassOf Yeast,  False.
Arachnid and Echinoderm SubClassOf Sponge,  False.
DominantSpecies and Sporozoan SubClassOf IndigenousSpecies,  False.
Bacteria and Pollen SubClassOf Echinoderm,  False.
Arthropod and Plankton SubClassOf Amphibian,  False.
DominantSpecies and MarineAnimal SubClassOf Centipede,  False.
Leaf and Moss SubClassOf Pollen,  False.
EvergreenVegetation and Foraminifer SubClassOf MarineMammal,  False.
Bacteria and Nutrient SubClassOf Coccolithophore,  False.
MicrobiotaTaxonomy and Reptile SubClassOf Microbiota,  False.
Flagellate and Livestock SubClassOf Millipede,  False.
EvergreenVegetation and Phytoplankton SubClassOf Reptile,  False.
Millipede and SegmentedWorm SubClassOf MarineBird,  False.
ExoticSpecies and IndigenousSpecies SubClassOf FloweringPlant,  True.
ExoticSpecies and IndigenousSpecies SubClassOf VegetationCover,  True.
IndigenousSpecies SubClassOf VegetationCover,  True.
IndigenousSpecies SubClassOf Microalgae,  False.
IndigenousSpecies SubClassOf Fungi,  False.
IndigenousSpecies SubClassOf Arachnid,  True\n
IndigenousSpecies SubClassOf Arachnid and VegetationCover,  False.
IndigenousSpecies SubClassOf VegetationSpecies,  True.
IndigenousSpecies SubClassOf VegetationCover and VegetationSpecies,  False.
IndigenousSpecies SubClassOf Livestock,  False.
IndigenousSpecies SubClassOf Sponge,  True.
IndigenousSpecies SubClassOf Sponge and VegetationCover,  False.
IndigenousSpecies SubClassOf Flatworm,  False.
IndigenousSpecies SubClassOf Diatom,  False.
IndigenousSpecies SubClassOf FungiTaxonomy,  False.
IndigenousSpecies SubClassOf MarinePlant,  False.
IndigenousSpecies SubClassOf Moss,  False.
IndigenousSpecies SubClassOf Vertebrate,  False.
IndigenousSpecies SubClassOf Radiolarian,  False.
IndigenousSpecies SubClassOf Human,  False.
IndigenousSpecies SubClassOf MarineMicrobiota,  False.
IndigenousSpecies SubClassOf Animal,  True.
IndigenousSpecies SubClassOf Animal and VegetationCover,  False.
IndigenousSpecies SubClassOf Flagellate,  False.
IndigenousSpecies SubClassOf Poultry,  False.
IndigenousSpecies SubClassOf MarineMammal,  False.
IndigenousSpecies SubClassOf Amphibian,  False.
IndigenousSpecies SubClassOf Millipede,  True.
IndigenousSpecies SubClassOf Millipede and VegetationCover,  False.
IndigenousSpecies SubClassOf Plankton,  False.
IndigenousSpecies SubClassOf Roundworm,  False.
IndigenousSpecies SubClassOf Microphyte,  False.
IndigenousSpecies SubClassOf SlimeMold,  False.
IndigenousSpecies SubClassOf Microbiota,  False.
IndigenousSpecies SubClassOf MicrobiotaTaxonomy,  False.
IndigenousSpecies SubClassOf Coccolithophore,  False.
IndigenousSpecies SubClassOf Lichen,  True,
IndigenousSpecies SubClassOf Lichen and VegetationCover,  False.
IndigenousSpecies SubClassOf Leaf,  False.
IndigenousSpecies SubClassOf Pollen,  False.
IndigenousSpecies SubClassOf Mushroom,  False.
IndigenousSpecies SubClassOf Fish,  True,
IndigenousSpecies SubClassOf Fish and VegetationCover,  False.
IndigenousSpecies SubClassOf Reptile,  False.
IndigenousSpecies SubClassOf MarineAnimal,  False.
IndigenousSpecies SubClassOf Macroalgae,  False.
IndigenousSpecies SubClassOf Foraminifer,  True.
IndigenousSpecies SubClassOf Foraminifer and VegetationCover,  False.
IndigenousSpecies SubClassOf Dairy,  False.
IndigenousSpecies SubClassOf Liverwort,  False.
IndigenousSpecies SubClassOf Crustacean,  False.
IndigenousSpecies SubClassOf Canopy,  False.
IndigenousSpecies SubClassOf Coral,  True.
IndigenousSpecies SubClassOf Coral and VegetationCover,  False.
IndigenousSpecies SubClassOf ExoticVegetation,  False.
IndigenousSpecies SubClassOf Macrophyte,  True.
IndigenousSpecies SubClassOf Macrophyte and VegetationCover,  False.
IndigenousSpecies SubClassOf SegmentedWorm,  False.
IndigenousSpecies SubClassOf LivingThing,  True.
IndigenousSpecies SubClassOf LivingThing and VegetationCover,  False.
IndigenousSpecies SubClassOf Bird,  True.
IndigenousSpecies SubClassOf Bird and VegetationCover,  False.
IndigenousSpecies SubClassOf Fern,  True.
IndigenousSpecies SubClassOf Fern and VegetationCover,  False.
IndigenousSpecies SubClassOf DominantSpecies,  False.
IndigenousSpecies SubClassOf BlueGreenAlgae,  False.
IndigenousSpecies SubClassOf EvergreenVegetation,  False.
IndigenousSpecies SubClassOf TreeRing,  False.
IndigenousSpecies SubClassOf Vegetation,  True.
IndigenousSpecies SubClassOf Vegetation and VegetationCover,  False.
IndigenousSpecies SubClassOf ExoticSpecies,  False.
IndigenousSpecies SubClassOf Litter,  False.
IndigenousSpecies SubClassOf Crown,  False.
IndigenousSpecies SubClassOf Jellyfish,  False.
IndigenousSpecies SubClassOf Invertebrate,  False.
IndigenousSpecies SubClassOf Anemone,  False.
IndigenousSpecies SubClassOf Ciliate,  False.
IndigenousSpecies SubClassOf Zooplankton,  False.
IndigenousSpecies SubClassOf FloweringPlant,  True.
IndigenousSpecies SubClassOf FloweringPlant and VegetationCover,  False.
IndigenousSpecies SubClassOf Sporozoan,  False.
IndigenousSpecies SubClassOf IndigenousVegetation,  True.
IndigenousSpecies SubClassOf IndigenousVegetation and VegetationCover,  False.
IndigenousSpecies SubClassOf Nutrient,  False.
IndigenousSpecies SubClassOf MarineInvertebrate,  False.
IndigenousSpecies SubClassOf Conifer,  True.
IndigenousSpecies SubClassOf Conifer and VegetationCover,  False.
IndigenousSpecies SubClassOf Yeast,  False.
IndigenousSpecies SubClassOf Mammal,  True.
IndigenousSpecies SubClassOf Mammal and VegetationCover,  False.
IndigenousSpecies SubClassOf Protist,  False.
IndigenousSpecies SubClassOf Centipede,  False.
IndigenousSpecies SubClassOf Crop,  False.
IndigenousSpecies SubClassOf Algae,  False.
IndigenousSpecies SubClassOf Arthropod,  True.
IndigenousSpecies SubClassOf Arthropod and VegetationCover,  False.
IndigenousSpecies SubClassOf MarineBird,  False.
IndigenousSpecies SubClassOf Chlorophyll,  True\n
IndigenousSpecies SubClassOf Chlorophyll and VegetationCover,  False.
IndigenousSpecies SubClassOf Mollusk,  False.
IndigenousSpecies SubClassOf Echinoderm,  False.
IndigenousSpecies SubClassOf Plant,  True.
IndigenousSpecies SubClassOf Plant and VegetationCover,  False.
IndigenousSpecies SubClassOf Amoebae,  False.
IndigenousSpecies SubClassOf Insect,  False.
IndigenousSpecies SubClassOf Mold,  False.
IndigenousSpecies SubClassOf Bacteria,  False.
IndigenousSpecies SubClassOf DeciduousVegetation,  False.
IndigenousSpecies SubClassOf Phytoplankton,  False.
Liverwort and Nutrient SubClassOf Litter,  False.
Coccolithophore and Mammal SubClassOf Zooplankton,  False.
Flatworm and Lichen SubClassOf Fish,  False.
Microbiota and Vertebrate SubClassOf Insect,  False.
Amoebae and ExoticSpecies SubClassOf IndigenousVegetation,  False.
Leaf and MicrobiotaTaxonomy SubClassOf EvergreenVegetation,  False.
Foraminifer and Livestock SubClassOf Leaf,  Foramin
Bacteria and MarineMicrobiota SubClassOf ExoticSpecies,  False.
Arthropod and VegetationCover SubClassOf DeciduousVegetation,  False.
BlueGreenAlgae and Mushroom SubClassOf Coccolithophore,  False.
MarineAnimal and Poultry SubClassOf Nutrient,  False.
Bird and Mold SubClassOf Coral,  False.
Canopy and Flatworm SubClassOf Microalgae,  False.
DeciduousVegetation and Nutrient SubClassOf Roundworm,  False.
Macrophyte and Protist SubClassOf Macroalgae,  False.
ExoticVegetation and Human SubClassOf Flatworm,  False:
Flatworm and MarineInvertebrate SubClassOf Bacteria,  False.
MarineBird and Roundworm SubClassOf Leaf,  False.
BlueGreenAlgae and Canopy SubClassOf Centipede,  False.
Foraminifer and MarineBird SubClassOf Pollen,  False.
Flagellate and Mammal SubClassOf Mollusk,  False.
Ciliate and IndigenousVegetation SubClassOf Conifer,  False.
MarineMicrobiota and VegetationSpecies SubClassOf MarineInvertebrate,  False.
Amoebae and Dairy SubClassOf DeciduousVegetation,  False.
MarinePlant and Moss SubClassOf Nutrient,  True.
MarinePlant and Moss SubClassOf Arachnid,  False.
MarinePlant and Moss SubClassOf Livestock,  False.
MarinePlant and Moss SubClassOf Flatworm,  False.
MarinePlant and Moss SubClassOf FungiTaxonomy,  False.
MarinePlant and Moss SubClassOf Vertebrate,  False.
MarinePlant and Moss SubClassOf Radiolarian,  False.
MarinePlant and Moss SubClassOf Human,  False.
MarinePlant and Moss SubClassOf Poultry,  False.
MarinePlant and Moss SubClassOf MarineMammal,  False.
MarinePlant and Moss SubClassOf Amphibian,  False.
MarinePlant and Moss SubClassOf Millipede,  False.
MarinePlant and Moss SubClassOf Roundworm,  False.
MarinePlant and Moss SubClassOf SlimeMold,  False.
MarinePlant and Moss SubClassOf Coccolithophore,  False.
MarinePlant and Moss SubClassOf Lichen,  False.
MarinePlant and Moss SubClassOf Pollen,  False.
MarinePlant and Moss SubClassOf Mushroom,  False.
MarinePlant and Moss SubClassOf Fish,  False.
MarinePlant and Moss SubClassOf Reptile,  False.
MarinePlant and Moss SubClassOf Macroalgae,  True.
MarinePlant SubClassOf Macroalgae and VegetationCover,  False.
MarinePlant SubClassOf Macroalgae and Microalgae,  False.
MarinePlant SubClassOf Macroalgae and VegetationSpecies,  True\n
MarinePlant SubClassOf Diatom and Macroalgae and VegetationSpecies,  False.
MarinePlant SubClassOf Macroalgae and MarineMicrobiota and VegetationSpecies,  False.
MarinePlant SubClassOf Macroalgae and Plankton and VegetationSpecies,  False.
MarinePlant SubClassOf Macroalgae and Microphyte and VegetationSpecies,  False.
MarinePlant SubClassOf Macroalgae and Microbiota and VegetationSpecies,  False.
MarinePlant SubClassOf Coccolithophore and Macroalgae and VegetationSpecies,  False.
MarinePlant SubClassOf ExoticVegetation and Macroalgae and VegetationSpecies,  True\n
