Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Herbivore that is also Meat that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Herbivore that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Egg that is also Herbivore that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, \nFalse
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Fish that is also Herbivore that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Fish that is also Herbivore that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True.
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Bird that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True
Can Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Water that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Bird that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing)) be considered a subcategory of 'Animal that is also Backbone that is also Bird that is also Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Water that is also Wing that is also Thing that is also something that (has_part some (Animal that is also Backbone that is also Bird that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Wing))'?, True.
Can Wing be considered a subcategory of 'something that lays some Herbivore'?, True
Can Egg be considered a subcategory of 'something that lays some Herbivore'?, True
Can Egg that is also something that (lays some Herbivore) be considered a subcategory of 'Egg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also something that (lays some Herbivore)'?, True
Can Meat be considered a subcategory of 'Meat'?, True
Can Mammal be considered a subcategory of 'Meat'?, True
Can Herbivore be considered a subcategory of 'Meat'?, True
Can Leg be considered a subcategory of 'Meat'?, True
Can Meat be considered a subcategory of 'Carnivore that is also Egg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Animal that is also Egg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Reptile that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Vertebrate that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Fish that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Mammal that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Herbivore that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also Leg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Bird that is also Egg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Backbone that is also Egg that is also something that (lays some Herbivore)'?, \nFalse
Can Meat be considered a subcategory of 'Egg that is also something that (lays some (Herbivore that is also Meat))'?, \nTrue
Can Meat be considered a subcategory of 'Egg that is also something that (lays some (Carnivore that is also Herbivore that is also Meat))'?, \nFalse
