Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Millipede SubClassOf Coccolithophore,  False.
Millipede SubClassOf Lichen,  False.
Millipede SubClassOf Leaf,  False.
Millipede SubClassOf Pollen,  False.
Millipede SubClassOf Mushroom,  False.
Millipede SubClassOf Fish,  False.
Millipede SubClassOf Reptile,  False.
Millipede SubClassOf MarineAnimal,  False.
Millipede SubClassOf Macroalgae,  False.
Millipede SubClassOf Foraminifer,  False.
Millipede SubClassOf Dairy,  False.
Millipede SubClassOf Liverwort,  False.
Millipede SubClassOf Crustacean,  False.
Millipede SubClassOf Canopy,  False.
Millipede SubClassOf Coral,  False.
Millipede SubClassOf ExoticVegetation,  False.
Millipede SubClassOf Macrophyte,  False.
Millipede SubClassOf SegmentedWorm,  False.
Millipede SubClassOf Bird,  False.
Millipede SubClassOf Fern,  False.
Millipede SubClassOf DominantSpecies,  False.
Millipede SubClassOf BlueGreenAlgae,  False.
Millipede SubClassOf EvergreenVegetation,  False.
Millipede SubClassOf TreeRing,  False.
Millipede SubClassOf Vegetation,  False.
Millipede SubClassOf ExoticSpecies,  False.
Millipede SubClassOf Litter,  False.
Millipede SubClassOf Crown,  False.
Millipede SubClassOf Jellyfish,  False.
Millipede SubClassOf Invertebrate,  True.
Millipede SubClassOf Invertebrate and LivingThing,  True.
Millipede SubClassOf Anemone,  False.
Millipede SubClassOf Ciliate,  False.
Millipede SubClassOf Zooplankton,  False.
Millipede SubClassOf FloweringPlant,  False.
Millipede SubClassOf Sporozoan,  False.
Millipede SubClassOf IndigenousVegetation,  False.
Millipede SubClassOf Nutrient,  False.
Millipede SubClassOf IndigenousSpecies,  False.
Millipede SubClassOf MarineInvertebrate,  False.
Millipede SubClassOf Conifer,  False.
Millipede SubClassOf Yeast,  False.
Millipede SubClassOf Mammal,  False.
Millipede SubClassOf Protist,  False.
Millipede SubClassOf Centipede,  False.
Millipede SubClassOf Crop,  False.
Millipede SubClassOf Algae,  False.
Millipede SubClassOf Arthropod,  True.
Millipede SubClassOf Arthropod and Invertebrate and LivingThing,  True.
Millipede SubClassOf MarineBird,  False.
Millipede SubClassOf Chlorophyll,  False.
Millipede SubClassOf Mollusk,  False.
Millipede SubClassOf Echinoderm,  False.
Millipede SubClassOf Plant,  False.
Millipede SubClassOf Amoebae,  False.
Millipede SubClassOf Insect,  True.
Millipede SubClassOf Arthropod and Insect and Invertebrate and LivingThing,  True.
Millipede SubClassOf Mold,  False.
Millipede SubClassOf DeciduousVegetation,  False.
Millipede SubClassOf Phytoplankton,  False.
Millipede SubClassOf Animal and Arthropod and Insect and Invertebrate and LivingThing,  Millip
MarineAnimal and MarinePlant SubClassOf MicrobiotaTaxonomy,  False.
Liverwort and Macrophyte SubClassOf Reptile,  False.
Mushroom and Poultry SubClassOf Animal,  False.
Dairy and Liverwort SubClassOf Diatom,  False.
Arthropod and Microbiota SubClassOf Fungi,  False.
Phytoplankton and Plankton SubClassOf FloweringPlant,  False.
DeciduousVegetation and VegetationSpecies SubClassOf Microbiota,  False.
Crustacean and Fish SubClassOf Arachnid,  False.
Canopy and Yeast SubClassOf Mollusk,  False.
MarineInvertebrate and Sponge SubClassOf Conifer,  False.
Human and VegetationSpecies SubClassOf Mammal,  False.
Fish and MarinePlant SubClassOf Litter,  False.
Fern and Mammal SubClassOf Fish,  False.
BlueGreenAlgae and IndigenousVegetation SubClassOf TreeRing,  False.
Flatworm and MarineBird SubClassOf Pollen,  False.
Amphibian and ExoticVegetation SubClassOf MarineMammal,  False.
Amoebae and MarineMammal SubClassOf Moss,  False.
Moss and Sponge SubClassOf Arthropod,  False.
Foraminifer and Mollusk SubClassOf Microalgae,  False.
MarineMammal and Plant SubClassOf MarineInvertebrate,  False.
Arthropod and Microbiota SubClassOf DominantSpecies,  False.
Bird and Centipede SubClassOf MarineMicrobiota,  False.
Macroalgae and Microalgae SubClassOf ExoticVegetation,  False.
Bacteria and MarineMicrobiota SubClassOf Jellyfish,  False.
Flatworm and Microphyte SubClassOf BlueGreenAlgae,  False.
Ciliate and ExoticVegetation SubClassOf Phytoplankton,  False.
Mold and Yeast SubClassOf Mushroom,  False.
Chlorophyll and Plankton SubClassOf Sporozoan,  False.
Mollusk and Roundworm SubClassOf VegetationSpecies,  False.
Plant SubClassOf VegetationCover,  True.
Plant SubClassOf Microalgae,  False.
Plant SubClassOf Fungi,  False.
Plant SubClassOf Arachnid,  False.
Plant SubClassOf VegetationSpecies,  False.
Plant SubClassOf Livestock,  False.
Plant SubClassOf Sponge,  False.
Plant SubClassOf Flatworm,  False.
Plant SubClassOf Diatom,  False.
Plant SubClassOf FungiTaxonomy,  False.
Plant SubClassOf Moss,  False.
Plant SubClassOf Vertebrate,  False.
Plant SubClassOf Radiolarian,  False.
Plant SubClassOf Human,  False.
Plant SubClassOf MarineMicrobiota,  False.
Plant SubClassOf Animal,  False.
Plant SubClassOf Flagellate,  False.
Plant SubClassOf Poultry,  False.
Plant SubClassOf MarineMammal,  False.
Plant SubClassOf Amphibian,  False.
Plant SubClassOf Millipede,  False.
Plant SubClassOf Plankton,  False.
Plant SubClassOf Roundworm,  False.
Plant SubClassOf Microphyte,  False.
Plant SubClassOf SlimeMold,  False.
Plant SubClassOf Microbiota,  False.
Plant SubClassOf MicrobiotaTaxonomy,  False.
Plant SubClassOf Coccolithophore,  False.
Plant SubClassOf Lichen,  False.
Plant SubClassOf Leaf,  False.
Plant SubClassOf Pollen,  False.
Plant SubClassOf Mushroom,  False.
Plant SubClassOf Fish,  False.
Plant SubClassOf Reptile,  False.
Plant SubClassOf MarineAnimal,  False.
Plant SubClassOf Macroalgae,  False.
Plant SubClassOf Foraminifer,  False.
Plant SubClassOf Dairy,  False.
Plant SubClassOf Liverwort,  False.
Plant SubClassOf Crustacean,  False.
Plant SubClassOf Canopy,  False.
Plant SubClassOf Coral,  False.
Plant SubClassOf ExoticVegetation,  False.
Plant SubClassOf Macrophyte,  False.
Plant SubClassOf SegmentedWorm,  False.
Plant SubClassOf LivingThing,  True.
Plant SubClassOf LivingThing and VegetationCover,  I.
Plant SubClassOf Bird,  False.
Plant SubClassOf Fern,  False.
Plant SubClassOf DominantSpecies,  False.
Plant SubClassOf BlueGreenAlgae,  False.
Plant SubClassOf EvergreenVegetation,  False.
Plant SubClassOf TreeRing,  False.
Plant SubClassOf Vegetation,  True.
Plant SubClassOf Vegetation and VegetationCover,  True (
Plant SubClassOf ExoticSpecies,  False.
Plant SubClassOf Litter,  False.
Plant SubClassOf Crown,  False.
Plant SubClassOf Jellyfish,  False.
Plant SubClassOf Invertebrate,  False.
Plant SubClassOf Anemone,  False.
Plant SubClassOf Ciliate,  False.
Plant SubClassOf Zooplankton,  False.
Plant SubClassOf FloweringPlant,  True.
Plant SubClassOf FloweringPlant and VegetationCover,  True.
Plant SubClassOf Sporozoan,  False.
Plant SubClassOf IndigenousVegetation,  False.
Plant SubClassOf Nutrient,  False.
Plant SubClassOf IndigenousSpecies,  False.
Plant SubClassOf MarineInvertebrate,  False.
Plant SubClassOf Conifer,  False.
Plant SubClassOf Yeast,  False.
Plant SubClassOf Mammal,  False.
Plant SubClassOf Protist,  False.
Plant SubClassOf Centipede,  False.
Plant SubClassOf Crop,  False.
Plant SubClassOf Algae,  False.
Plant SubClassOf Arthropod,  False.
Plant SubClassOf MarineBird,  False.
Plant SubClassOf Chlorophyll,  False.
Plant SubClassOf Mollusk,  False.
Plant SubClassOf Echinoderm,  False.
Plant SubClassOf Amoebae,  False.
Plant SubClassOf Insect,  False.
Plant SubClassOf Mold,  False.
Plant SubClassOf Bacteria,  False.
Plant SubClassOf DeciduousVegetation,  False.
Plant SubClassOf Phytoplankton,  False.
Plant SubClassOf FloweringPlant and LivingThing and VegetationCover,  True.
Plant SubClassOf FloweringPlant and LivingThing and Vegetation and VegetationCover,  True (
Fern and Mushroom SubClassOf Macroalgae,  False.
BlueGreenAlgae and Jellyfish SubClassOf Roundworm,  False.
Anemone and Ciliate SubClassOf Millipede,  False.
Amphibian and Fern SubClassOf Lichen,  False.
FloweringPlant and Foraminifer SubClassOf Flagellate,  False.
Echinoderm and Flagellate SubClassOf Yeast,  False.
Crown and MarinePlant SubClassOf Centipede,  False.
Conifer and MarineInvertebrate SubClassOf Fern,  False.
Crop and Crustacean SubClassOf Flatworm,  False.
Dairy and Pollen SubClassOf IndigenousSpecies,  False.
Coccolithophore and Dairy SubClassOf MarineMicrobiota,  False.
FloweringPlant and Mold SubClassOf Reptile,  False.
Crop and Lichen SubClassOf Jellyfish,  False.
MarineMicrobiota and Radiolarian SubClassOf DominantSpecies,  False.
Ciliate and Invertebrate SubClassOf Fungi,  False.
Invertebrate and Vegetation SubClassOf Bird,  False.
Chlorophyll and Coral SubClassOf SlimeMold,  False.
Algae and ExoticSpecies SubClassOf FloweringPlant,  False.
Plant and Reptile SubClassOf Anemone,  False.
FloweringPlant and Microphyte SubClassOf Mammal,  False.
Animal and Jellyfish SubClassOf SegmentedWorm,  False.
Leaf and MicrobiotaTaxonomy SubClassOf Radiolarian,  False.
Fern and Radiolarian SubClassOf Mold,  False.
Echinoderm and Fungi SubClassOf Poultry,  False.
Anemone and DeciduousVegetation SubClassOf EvergreenVegetation,  False.
Phytoplankton and TreeRing SubClassOf Fern,  False.
Arachnid and Echinoderm SubClassOf IndigenousVegetation,  False.
Crustacean and Pollen SubClassOf IndigenousSpecies,  False.
Animal and Bird SubClassOf Centipede,  False.
Animal and IndigenousSpecies SubClassOf Conifer,  False.
EvergreenVegetation and Leaf SubClassOf Pollen,  False.
Flagellate and Moss SubClassOf Litter,  False.
Algae and Vegetation SubClassOf Mollusk,  False.
DeciduousVegetation and Nutrient SubClassOf Microalgae,  False.
Mollusk and Reptile SubClassOf MarineMammal,  False.
Poultry and VegetationSpecies SubClassOf Arthropod,  False.
Radiolarian and Sporozoan SubClassOf MarineInvertebrate,  False.
Diatom and MarineInvertebrate SubClassOf Moss,  False.
Bird and Poultry SubClassOf Flatworm,  False.
Diatom and Protist SubClassOf MarineBird,  False.
MarineMicrobiota and Radiolarian SubClassOf Flagellate, False.
Human and Microbiota SubClassOf Lichen,  False.
Conifer and Livestock SubClassOf Dairy,  False.
Macrophyte and Millipede SubClassOf Litter,  False.
Centipede and Crop SubClassOf Protist,  False.
Liverwort and Microbiota SubClassOf IndigenousSpecies,  False.
Animal and Mushroom SubClassOf Mollusk,  False.
Mammal and Phytoplankton SubClassOf Chlorophyll,  False.
Amoebae and Microalgae SubClassOf IndigenousVegetation,  False.
Crustacean and IndigenousSpecies SubClassOf Liverwort,  False.
Algae and Canopy SubClassOf Microalgae,  False.
Macrophyte and Zooplankton SubClassOf Plankton,  False.
Arachnid and Phytoplankton SubClassOf Fish,  False.
Millipede and Mold SubClassOf MarineMammal,  False.
Crop and FungiTaxonomy SubClassOf Coccolithophore,  False.
Human and MarineMicrobiota SubClassOf Microphyte,  False.
Fish and Poultry SubClassOf Foraminifer,  False.
Crown and Diatom SubClassOf Macrophyte,  False.
Coral and Sponge SubClassOf Crustacean,  False.
Algae and MarineBird SubClassOf Nutrient,  False.
Coccolithophore and MarinePlant SubClassOf Crown,  False.
Canopy and FloweringPlant SubClassOf Amoebae,  False.
IndigenousVegetation and Roundworm SubClassOf Macroalgae,  False.
Leaf and Livestock SubClassOf Phytoplankton,  False.
Amphibian and Invertebrate SubClassOf Mushroom,  False.
Vegetation SubClassOf Human,  False.
MarineBird and Moss SubClassOf Canopy,  False.
DeciduousVegetation and Macroalgae SubClassOf Microbiota,  False.
MarineMammal and Reptile SubClassOf VegetationSpecies,  False.
Coral and Microphyte SubClassOf Roundworm,  False.
Lichen and MicrobiotaTaxonomy SubClassOf EvergreenVegetation,  False.
FungiTaxonomy and VegetationCover SubClassOf Leaf,  False.
Canopy and Invertebrate SubClassOf Vegetation,  False.
BlueGreenAlgae and Macrophyte SubClassOf Centipede,  False.
Anemone and Litter SubClassOf Microphyte,  False.
Litter and Macroalgae SubClassOf Coccolithophore,  False.
FloweringPlant and Protist SubClassOf Crop,  False.
Flatworm and Sporozoan SubClassOf Livestock,  False.
Crown and TreeRing SubClassOf Coral,  False.
FungiTaxonomy and Millipede SubClassOf Mushroom,  False.
Crop and Insect SubClassOf ExoticSpecies,  False.
Fish and VegetationCover SubClassOf DeciduousVegetation,  False.
Jellyfish and Reptile SubClassOf Arthropod,  False.
Mammal and Sponge SubClassOf Macroalgae,  False.
Amoebae and Arthropod SubClassOf Sporozoan,  False.
IndigenousSpecies and MarinePlant SubClassOf Invertebrate,  False.
Coccolithophore and Protist SubClassOf Moss,  False.
Plankton and Sporozoan SubClassOf Animal,  False.
EvergreenVegetation and Lichen SubClassOf Ciliate,  False.
Crown and Insect SubClassOf FungiTaxonomy,  False.
Diatom and Insect SubClassOf MarinePlant,  False.
VegetationCover and VegetationSpecies SubClassOf MarineMicrobiota,  False.
Litter and Nutrient SubClassOf DominantSpecies,  False.
Macroalgae and Sporozoan SubClassOf Jellyfish,  False.
Amoebae and Bacteria SubClassOf FloweringPlant,  False.
Dairy and IndigenousSpecies SubClassOf Sponge,  False.
Fungi and TreeRing SubClassOf Arachnid,  False.
Lichen and Millipede SubClassOf Fungi,  False.
ExoticSpecies and Phytoplankton SubClassOf Bacteria,  False.
Chlorophyll and Ciliate SubClassOf Anemone,  False.
Leaf and Mushroom SubClassOf Yeast,  False.
Chlorophyll and Mammal SubClassOf Algae,  False.
MarinePlant and Mushroom SubClassOf TreeRing,  False.
Animal and Conifer SubClassOf Ciliate,  False.
Animal and Microphyte SubClassOf Foraminifer,  False.
Dairy and Microalgae SubClassOf Fish,  False.
Millipede and Yeast SubClassOf FungiTaxonomy,  False.
Algae and MarineInvertebrate SubClassOf ExoticVegetation,  False.
Fungi and Roundworm SubClassOf Plankton,  False.
Arachnid and Fish SubClassOf Amoebae,  False.
Fern and Insect SubClassOf BlueGreenAlgae,  False.
MarineMicrobiota and Pollen SubClassOf MarinePlant,  False.
Poultry and Zooplankton SubClassOf Jellyfish,  False.
ExoticVegetation and Fern SubClassOf DominantSpecies,  False.
MarineMammal and Sporozoan SubClassOf Fungi,  False.
Algae and DominantSpecies SubClassOf Bird,  False.
Coccolithophore and Plankton SubClassOf Vertebrate,  False.
Sponge and Vegetation SubClassOf MicrobiotaTaxonomy,  False.
IndigenousVegetation and Macrophyte SubClassOf Reptile,  False.
Phytoplankton and SegmentedWorm SubClassOf Roundworm,  False.
Amphibian and Chlorophyll SubClassOf VegetationSpecies,  False.
Coral and Protist SubClassOf MarineBird,  False.
Lichen and Livestock SubClassOf Microbiota,  False.
FungiTaxonomy and TreeRing SubClassOf Millipede,  False.
Microbiota and Mollusk SubClassOf Zooplankton,  False.
Plant and Yeast SubClassOf Mammal,  False.
Fern and Macroalgae SubClassOf SegmentedWorm,  False.
MarineMicrobiota and Vertebrate SubClassOf Protist,  False.
Amphibian and Conifer SubClassOf Insect,  False.
MarineMammal and Protist SubClassOf Litter,  False.
Algae and Centipede SubClassOf Mollusk,  False.
Centipede and Sponge SubClassOf Bird,  False.
DominantSpecies and SegmentedWorm SubClassOf Algae,  False.
Bacteria and MarinePlant SubClassOf Plant,  False.
Arthropod and Reptile SubClassOf Fungi,  False.
Mollusk and Pollen SubClassOf Bacteria,  False.
Bird and Livestock SubClassOf Poultry,  True.
Bird and Livestock SubClassOf VegetationCover,  False.
Bird and Livestock SubClassOf Microalgae,  False.
Bird and Livestock SubClassOf Fungi,  False.
Bird and Livestock SubClassOf VegetationSpecies,  False.
Bird and Livestock SubClassOf Sponge,  False.
Bird and Livestock SubClassOf Flatworm,  False.
Bird and Livestock SubClassOf Diatom,  False.
Bird and Livestock SubClassOf FungiTaxonomy,  False.
Bird and Livestock SubClassOf MarinePlant,  False.
Bird and Livestock SubClassOf Moss,  False.
Bird and Livestock SubClassOf Vertebrate,  True.
Bird SubClassOf Vertebrate,  True.
Bird SubClassOf VegetationCover,  False.
Bird SubClassOf Microalgae,  False.
Bird SubClassOf Fungi,  False.
Bird SubClassOf Arachnid,  False.
Bird SubClassOf VegetationSpecies,  False.
Bird SubClassOf Livestock,  False.
Bird SubClassOf Sponge,  False.
Bird SubClassOf Flatworm,  False.
Bird SubClassOf Diatom,  False.
Bird SubClassOf FungiTaxonomy,  False.
Bird SubClassOf MarinePlant,  False.
Bird SubClassOf Moss,  False.
Bird SubClassOf Radiolarian,  False.
Bird SubClassOf Human,  False.
Bird SubClassOf MarineMicrobiota,  False.
Bird SubClassOf Animal,  True.
Bird SubClassOf Animal and Vertebrate,  True.
Bird SubClassOf Flagellate,  False.
Bird SubClassOf Poultry,  True.
Bird SubClassOf Animal and Poultry and Vertebrate,  True.
Bird SubClassOf MarineMammal,  False.
Bird SubClassOf Amphibian,  False.
Bird SubClassOf Millipede,  False.
Bird SubClassOf Plankton,  False.
Bird SubClassOf Roundworm,  False.
Bird SubClassOf Microphyte,  False.
Bird SubClassOf SlimeMold,  False.
Bird SubClassOf Microbiota,  False.
Bird SubClassOf MicrobiotaTaxonomy,  False.
Bird SubClassOf Coccolithophore,  False.
Bird SubClassOf Lichen,  False.
Bird SubClassOf Leaf,  False.
Bird SubClassOf Pollen,  False.
Bird SubClassOf Mushroom,  False.
Bird SubClassOf Fish,  False.
Bird SubClassOf Reptile,  False.
Bird SubClassOf MarineAnimal,  False.
Bird SubClassOf Macroalgae,  False.
Bird SubClassOf Foraminifer,  False.
Bird SubClassOf Dairy,  False.
Bird SubClassOf Liverwort,  False.
Bird SubClassOf Crustacean,  False.
Bird SubClassOf Canopy,  False.
Bird SubClassOf Coral,  False.
Bird SubClassOf ExoticVegetation,  False.
