HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and MolecularMeasure and RemissionFrequency and SatietyFrequency, \nTrue
SatietyIncrease SubClassOf ForcedExperiatoryVolume, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and RemissionFrequency and SatietyFrequency, \nTrue
SatietyIncrease SubClassOf DailyBloodPressure, \nFalse
SatietyIncrease SubClassOf HighRemission, False
SatietyIncrease SubClassOf WeigthDifference, \nFalse
SatietyIncrease SubClassOf GeneExpressionDifference, \nFalse
SatietyIncrease SubClassOf ExerciseResponse, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ExerciseResponse and ForcedExperiatoryVolume and MolecularMeasure and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf NeoplasmFrequency, \nFalse
SatietyIncrease SubClassOf GenotypeMeasure, \nFalse
SatietyIncrease SubClassOf HighReductionInMontgomeryAsbergDepressionRating, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HighReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf QualityOfLife, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nTrue
SatietyIncrease SubClassOf AirwayResponsivenessUsingMethacholine, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and AirwayResponsivenessUsingMethacholine and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf HighReductionInHamiltonAnxietyScore, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HighReductionInHamiltonAnxietyScore and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ModerateHamiltonDepressionScore, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and ModerateHamiltonDepressionScore and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf LowReductionInChildDepressionScore, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and LowReductionInChildDepressionScore and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BodyMassIndexDifference, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and BodyMassIndexDifference and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf HighHamiltonDepressionScore, \nFalse
SatietyIncrease SubClassOf HigherDiseaseSusceptibiltyOdds, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HigherDiseaseSusceptibiltyOdds and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ForcedVitalCapacity, \nFalse
SatietyIncrease SubClassOf HamiltonDepressionMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HamiltonDepressionMeasure and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf PlasmaDrugConcentration, \nFalse
SatietyIncrease SubClassOf ElectrocardiogramQTInterval, \nFalse
SatietyIncrease SubClassOf PharmacokineticMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and PharmacokineticMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf LowMontgomeryAsbergDepressionRating, \nFalse
SatietyIncrease SubClassOf RemissionMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and RemissionMeasure and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BiologicalMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and BiologicalMeasure and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf GeneExpressionMeasure, \nFalse
SatietyIncrease SubClassOf CellCount, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and CellCount and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ASAAMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ASAAMeasure and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf PopulationVariation, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and PopulationVariation and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf MetabolicMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MetabolicMeasure and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf TaxonomicMeasure, \nFalse
SatietyIncrease SubClassOf LowRemission, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and LowRemission and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf DrugClearance, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and DrugClearance and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ASAAConcentrationDifference, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationDifference and ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf MontgomeryAsbergDepressionRatingDifference, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and MontgomeryAsbergDepressionRatingDifference and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ASAAConcentrationDecrease, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationDecrease and ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ModerateMontgomeryAsbergDepressionRating, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and ModerateMontgomeryAsbergDepressionRating and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BodyMassIndexMeasure, \nFalse
SatietyIncrease SubClassOf IncreasedGeneExpression, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and IncreasedGeneExpression and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf PathogenCount, \nFalse
SatietyIncrease SubClassOf SimilarDiseaseSusceptibilityOdds, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and SimilarDiseaseSusceptibilityOdds, \nHere
SatietyIncrease SubClassOf SatietyDifference, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyDifference and SatietyFrequency, \nHere
SatietyIncrease SubClassOf DiseaseFrequency, \nFalse
SatietyIncrease SubClassOf MontgomeryAsbergDepressionMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and MontgomeryAsbergDepressionMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf CognitiveMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and CognitiveMeasure and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and ModerateReductionInMontgomeryAsbergDepressionRating and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf HighMontgomeryAsbergDepressionRating, \nFalse
SatietyIncrease SubClassOf WeightLoss, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and WeightLoss, \nHere
SatietyIncrease SubClassOf Gender, \nFalse
SatietyIncrease SubClassOf HamiltonAnxietyScore, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HamiltonAnxietyScore and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf SatietyDecrease, \nFalse
SatietyIncrease SubClassOf Weigth, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and Weigth, \nHere
SatietyIncrease SubClassOf Race, \nFalse
SatietyIncrease SubClassOf WeigthGain, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and WeigthGain, \nHere
SatietyIncrease SubClassOf AsthmaFrequency, \nFalse
SatietyIncrease SubClassOf DecreasedGeneExpression, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and DecreasedGeneExpression and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf PharmacodynamicMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and PharmacodynamicMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ModerateRemission, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and ModerateRemission and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf TissueMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and TissueMeasure, \nHere
SatietyIncrease SubClassOf MontgomeryAsbergDepressionRating, \nFalse
SatietyIncrease SubClassOf HighReductionInChildDepressionScore, \nFalse
SatietyIncrease SubClassOf ZeroRemission, False
SatietyIncrease SubClassOf DoseFrequency, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and DoseFrequency and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf HamiltonAnxietyScoreDifference, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and HamiltonAnxietyScoreDifference and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf DrugEfficacy, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and DrugEfficacy and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf WeightMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and WeightMeasure, \nHere
SatietyIncrease SubClassOf CoagulationProfile, False
SatietyIncrease SubClassOf LowReductionInHamiltonDepressionScore, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and LowReductionInHamiltonDepressionScore and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BloodPressure, False
SatietyIncrease SubClassOf PulmonaryFunctionMeasure, \nFalse
SatietyIncrease SubClassOf DiseaseSusceptibilityOdds, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and DiseaseSusceptibilityOdds and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf LowHamiltonDepressionScore, False
SatietyIncrease SubClassOf BoneMineralDensity, \nFalse
SatietyIncrease SubClassOf NormalGeneExpression, \nFalse
SatietyIncrease SubClassOf ReninAngiotensinSystemMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and ReninAngiotensinSystemMeasure and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BloodSerumProteinCount, \nFalse
SatietyIncrease SubClassOf AnxietyMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and AnxietyMeasure and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf HamiltonDepressionScore, False
SatietyIncrease SubClassOf SideEffectRate, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and SideEffectRate, \nHere
SatietyIncrease SubClassOf DepressionMeasure, \nFalse
SatietyIncrease SubClassOf GeneExpression, False
SatietyIncrease SubClassOf Dose, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and Dose and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf SatietyMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency and SatietyMeasure, \nHere
SatietyIncrease SubClassOf LowerDiseaseSusceptibilityOdds, \nFalse
SatietyIncrease SubClassOf SideEffectFrequency, \nFalse
SatietyIncrease SubClassOf MyocardialInfarctionFrequency, \nFalse
SatietyIncrease SubClassOf ZeroDrugEfficacy, \nFalse
SatietyIncrease SubClassOf Satiety, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and Satiety and SatietyFrequency, \nHere
SatietyIncrease SubClassOf ClinicalOutcomeMeasure, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ClinicalOutcomeMeasure and ERVisitFrequency and ForcedExperiatoryVolume and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf LipidProfile, \nTrue
SatietyIncrease SubClassOf ASAAConcentrationIncrease and ERVisitFrequency and ForcedExperiatoryVolume and LipidProfile and MolecularMeasure and QualityOfLife and RemissionFrequency and SatietyFrequency, \nHere
SatietyIncrease SubClassOf BodyMassIndexDecrease, \nFalse
SatietyIncrease SubClassOf HighDrugEfficacy, \nFalse
SatietyIncrease SubClassOf BodyMassIndexIncrease, \nFalse
