Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'PlantCell'?, \nFalse
Can MioBlast be considered a subcategory of 'CellByClass'?, \nFalse
Can CellByClass be considered a subcategory of 'Cell'?, \nFalse
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByClass that is also Neuron be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?, \nTrue
Can CellByClass be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can MioBlast be considered a subcategory of 'Cell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'CellByClass'?, \nTrue
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'PlantCell'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nTrue
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'PlantCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'CellByClass'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'CellByClass that is also PhotosyntheticCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'MatureCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'Cell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Cell that is also PhotosyntheticCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Miocyte'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'CellByOrganism'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Cell that is also CellByOrganism that is also PhotosyntheticCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'StructuralCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Cell that is also CellByOrganism that is also PhotosyntheticCell that is also StructuralCell'?, \nTrue
Can SclerenchymaCell be considered a subcategory of 'Neuron'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also PhotosyntheticCell that is also StructuralCell'?, \nTrue
Can CellByOrganism that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByClass be considered a subcategory of 'CellByOrganism'?, \nFalse
Can ChondroCyte that is also MatureCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByClass that is also Neuron be considered a subcategory of 'Cell'?, \nTrue
Can CellByClass that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByClass that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByClass that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByClass that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can MioBlast be considered a subcategory of 'AnimalCell'?, \nTrue
Can MioBlast be considered a subcategory of 'MatureCell'?, \nFalse
Can MioBlast be considered a subcategory of 'Miocyte'?, \nFalse
Can MioBlast be considered a subcategory of 'InMatureCell'?, \nFalse
Can MioBlast be considered a subcategory of 'Osteocyte'?, \nFalse
Can MioBlast be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MioBlast be considered a subcategory of 'CellByOrganism'?, \nFalse
Can MioBlast be considered a subcategory of 'StructuralCell'?, \nFalse
Can MioBlast be considered a subcategory of 'Neuron'?, \nFalse
Can MioBlast be considered a subcategory of 'ChondroCyte'?, \nFalse
