Crop and MarinePlant SubClassOf Arthropod,  False.
Phytoplankton SubClassOf LivingThing and MarineMicrobiota and Microbiota,  True for
Phytoplankton SubClassOf MarineMicrobiota and Microbiota and Vegetation,  True for
Phytoplankton SubClassOf IndigenousSpecies and MarineMicrobiota and Microbiota,  True for
Phytoplankton SubClassOf MarineMicrobiota and Microbiota and Protist,  True for
Phytoplankton SubClassOf Algae and MarineMicrobiota and Microbiota,  True,
Phytoplankton SubClassOf Algae and Chlorophyll and MarineMicrobiota and Microbiota,  1
Phytoplankton SubClassOf Algae and MarineMicrobiota and Microbiota and Plant,  True:
Phytoplankton SubClassOf Algae and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and VegetationCover and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plankton and Plant and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Microphyte and Plant and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and LivingThing and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and Vegetation and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and IndigenousSpecies and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and Protist and VegetationSpecies,  Here are
Phytoplankton SubClassOf Algae and Chlorophyll and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plant and VegetationSpecies,  Here are
Arachnid and Sporozoan SubClassOf MarinePlant,  False.
Insect and TreeRing SubClassOf SegmentedWorm,  False.
Coccolithophore and Millipede SubClassOf Bird,  False.
Insect and Zooplankton SubClassOf SlimeMold,  False.
EvergreenVegetation and VegetationCover SubClassOf FloweringPlant,  False.
Microphyte and Sponge SubClassOf Flagellate,  False.
Human and Roundworm SubClassOf Plant,  False.
Foraminifer and MarinePlant SubClassOf Canopy,  False.
Mammal and Radiolarian SubClassOf Amphibian,  False.
Human and IndigenousVegetation SubClassOf Flatworm,  False.
Amphibian and DeciduousVegetation SubClassOf Echinoderm,  False.
Coral and Insect SubClassOf Fern,  False.
Litter and Livestock SubClassOf IndigenousSpecies,  False.
Macroalgae and MarineMammal SubClassOf Dairy,  False.
Amoebae and Microbiota SubClassOf Chlorophyll,  False.
Bird and IndigenousSpecies SubClassOf Pollen,  False.
Macroalgae and TreeRing SubClassOf Conifer,  False.
MarineMicrobiota and Millipede SubClassOf Mollusk,  False.
Amoebae and Flatworm SubClassOf Macroalgae,  False.
Anemone and IndigenousSpecies SubClassOf Roundworm,  False.
TreeRing and VegetationCover SubClassOf BlueGreenAlgae,  False.
Chlorophyll and Crown SubClassOf Microbiota,  False.
Jellyfish and Litter SubClassOf VegetationSpecies,  False.
MarinePlant and Yeast SubClassOf Flatworm,  False.
MarineInvertebrate and Reptile SubClassOf Amphibian,  False.
FungiTaxonomy and Sponge SubClassOf Millipede,  False.
Fish and Human SubClassOf Lichen,  False.
Amphibian and Fern SubClassOf Dairy,  False.
MarineMicrobiota and Vegetation SubClassOf Litter, False.
Poultry and Sponge SubClassOf Protist,  False.
ExoticVegetation and SegmentedWorm SubClassOf Zooplankton,  True for
Jellyfish and Sporozoan SubClassOf Anemone,  False.
Diatom and Mammal SubClassOf Vegetation,  False.
Amoebae and Plankton SubClassOf Algae,  False.
IndigenousSpecies and Nutrient SubClassOf Radiolarian,  False.
Lichen and Sponge SubClassOf Leaf,  False.
Bacteria and Macrophyte SubClassOf Crop,  False.
Phytoplankton and VegetationSpecies SubClassOf Liverwort,  False.
Chlorophyll and SlimeMold SubClassOf EvergreenVegetation,  Chlor
Chlorophyll and Protist SubClassOf Plankton,  True,
Chlorophyll and Protist SubClassOf VegetationCover,  True (
Chlorophyll and Protist SubClassOf Microalgae,  True,
Chlorophyll SubClassOf Microalgae,  False.
Protist SubClassOf Microalgae,  False.
Dairy and Lichen SubClassOf Livestock,  False.
FungiTaxonomy and Leaf SubClassOf Macrophyte,  False.
Insect and Jellyfish SubClassOf Crustacean,  False.
MicrobiotaTaxonomy and VegetationCover SubClassOf Sporozoan,  False.
Ciliate and Litter SubClassOf Crown,  False.
Invertebrate and Vertebrate SubClassOf Coral,  False.
Arachnid and Coccolithophore SubClassOf Bird,  False.
Millipede and Plant SubClassOf SegmentedWorm,  True (
Animal and Fern SubClassOf Arachnid,  False.
MarineMicrobiota and Roundworm SubClassOf Fungi,  False.
EvergreenVegetation and Invertebrate SubClassOf Bacteria,  False.
Amphibian and Insect SubClassOf Poultry,  False.
Algae and MarineMammal SubClassOf Yeast,  False.
MarineInvertebrate and Reptile SubClassOf Fern,  False.
Conifer and Sporozoan SubClassOf Leaf,  False.
Animal and Pollen SubClassOf Vegetation,  False.
Leaf and Plankton SubClassOf Mold,  False.
Fungi and Radiolarian SubClassOf Microphyte,  False.
Lichen and MarineInvertebrate SubClassOf Crown,  False.
DominantSpecies and Fungi SubClassOf MarineAnimal,  False.
DeciduousVegetation and VegetationSpecies SubClassOf Livestock,  False.
Algae and Coral SubClassOf Chlorophyll,  True for
Coccolithophore and IndigenousVegetation SubClassOf Mollusk,  False.
Animal and Vertebrate SubClassOf Microalgae,  False.
Leaf and Microbiota SubClassOf MarineInvertebrate,  False.
ExoticVegetation and Invertebrate SubClassOf Fish,  False.
Amphibian and Macroalgae SubClassOf TreeRing,  False.
Centipede and Fungi SubClassOf ExoticVegetation,  False.
DeciduousVegetation and Liverwort SubClassOf Animal,  False.
MarinePlant and Yeast SubClassOf Ciliate,  False.
Conifer and Protist SubClassOf FungiTaxonomy,  False.
Microalgae and Poultry SubClassOf MarinePlant,  False.
Diatom and Mushroom SubClassOf Vertebrate,  False.
Conifer and Yeast SubClassOf DominantSpecies,  False.
Macrophyte and MarineInvertebrate SubClassOf MarineMicrobiota,  False.
Anemone and Arthropod SubClassOf Zooplankton,  Anem
Macroalgae and MarinePlant SubClassOf Mammal,  False.
DeciduousVegetation and Protist SubClassOf IndigenousSpecies,  Decid
FungiTaxonomy and Nutrient SubClassOf Radiolarian,  False.
Livestock and SegmentedWorm SubClassOf Chlorophyll,  False.
IndigenousSpecies and Millipede SubClassOf Insect,  False.
Insect and Reptile SubClassOf Liverwort,  False.
MicrobiotaTaxonomy and Sponge SubClassOf Mollusk,  Microbi
Livestock and Mushroom SubClassOf TreeRing,  False.
Mammal and TreeRing SubClassOf Ciliate,  False.
Amoebae and Vegetation SubClassOf Foraminifer,  False.
Mollusk and SegmentedWorm SubClassOf Macrophyte,  False.
Canopy and Macroalgae SubClassOf Crustacean,  False.
Macrophyte and Vertebrate SubClassOf ExoticVegetation,  Macro
Arthropod and Coral SubClassOf MarineInvertebrate,  True for
ExoticVegetation and Mold SubClassOf Amoebae,  False.
Fern and Leaf SubClassOf Coral,  False.
Foraminifer and MarineMicrobiota SubClassOf Mushroom,  False.
Bacteria and Poultry SubClassOf ExoticSpecies,  False.
Dairy and Diatom SubClassOf DeciduousVegetation,  False.
Invertebrate and MarineMammal SubClassOf Arthropod,  False.
Coccolithophore and ExoticSpecies SubClassOf Human,  False.
Amoebae and FloweringPlant SubClassOf BlueGreenAlgae,  False.
Flatworm and Mold SubClassOf Flagellate,  False.
Invertebrate and MicrobiotaTaxonomy SubClassOf Roundworm,  False.
Vegetation and VegetationCover SubClassOf Canopy,  True.
Vegetation and VegetationCover SubClassOf Microalgae,  False.
Vegetation and VegetationCover SubClassOf Fungi,  False.
Vegetation and VegetationCover SubClassOf Arachnid,  False.
Vegetation and VegetationCover SubClassOf VegetationSpecies,  False.
Vegetation and VegetationCover SubClassOf Livestock,  False.
Vegetation and VegetationCover SubClassOf Sponge,  False.
Vegetation and VegetationCover SubClassOf Flatworm,  False.
Vegetation and VegetationCover SubClassOf Diatom,  False.
Vegetation and VegetationCover SubClassOf FungiTaxonomy,  False.
Vegetation and VegetationCover SubClassOf MarinePlant,  False.
Vegetation and VegetationCover SubClassOf Moss,  False.
Vegetation and VegetationCover SubClassOf Vertebrate,  False.
Vegetation and VegetationCover SubClassOf Radiolarian,  False.
Vegetation and VegetationCover SubClassOf Human,  False.
Vegetation and VegetationCover SubClassOf MarineMicrobiota,  False.
Vegetation and VegetationCover SubClassOf Animal,  False.
Vegetation and VegetationCover SubClassOf Flagellate,  False.
Vegetation and VegetationCover SubClassOf Poultry,  False.
Vegetation and VegetationCover SubClassOf MarineMammal,  False.
Vegetation and VegetationCover SubClassOf Amphibian,  False.
Vegetation and VegetationCover SubClassOf Millipede,  False.
Vegetation and VegetationCover SubClassOf Plankton,  False.
Vegetation and VegetationCover SubClassOf Roundworm,  False.
Vegetation and VegetationCover SubClassOf Microphyte,  False.
Vegetation and VegetationCover SubClassOf SlimeMold,  False.
Vegetation and VegetationCover SubClassOf Microbiota,  False.
Vegetation and VegetationCover SubClassOf MicrobiotaTaxonomy,  False.
Vegetation and VegetationCover SubClassOf Coccolithophore,  False.
Vegetation and VegetationCover SubClassOf Lichen,  False.
Vegetation and VegetationCover SubClassOf Leaf,  False.
Vegetation and VegetationCover SubClassOf Pollen,  False.
Vegetation and VegetationCover SubClassOf Mushroom,  False.
Vegetation and VegetationCover SubClassOf Fish,  False.
Vegetation and VegetationCover SubClassOf Reptile,  False.
Vegetation and VegetationCover SubClassOf MarineAnimal,  False.
Vegetation and VegetationCover SubClassOf Macroalgae,  False.
Vegetation and VegetationCover SubClassOf Foraminifer,  False.
Vegetation and VegetationCover SubClassOf Dairy,  False.
Vegetation and VegetationCover SubClassOf Liverwort,  False.
Vegetation and VegetationCover SubClassOf Crustacean,  False.
Vegetation SubClassOf Canopy,  True.
Vegetation SubClassOf VegetationCover,  True.
Vegetation SubClassOf Canopy and VegetationCover,  True for
Vegetation SubClassOf Microalgae,  False.
Vegetation SubClassOf Fungi,  False.
Vegetation SubClassOf Arachnid,  False.
Vegetation SubClassOf VegetationSpecies,  False.
Vegetation SubClassOf Livestock,  False.
Vegetation SubClassOf Sponge,  False.
Vegetation SubClassOf Flatworm,  False.
Vegetation SubClassOf Diatom,  False.
Vegetation SubClassOf FungiTaxonomy,  False.
Vegetation SubClassOf MarinePlant,  False.
Vegetation SubClassOf Moss,  False.
Vegetation SubClassOf Vertebrate,  False.
Vegetation SubClassOf Radiolarian,  False.
Vegetation SubClassOf MarineMicrobiota,  False.
Vegetation SubClassOf Animal,  False.
Vegetation SubClassOf Flagellate,  False.
Vegetation SubClassOf Poultry,  False.
Vegetation SubClassOf MarineMammal,  False.
Vegetation SubClassOf Amphibian,  False.
Vegetation SubClassOf Millipede,  False.
Vegetation SubClassOf Plankton,  False.
Vegetation SubClassOf Roundworm,  False.
Vegetation SubClassOf Microphyte,  False.
Vegetation SubClassOf SlimeMold,  False.
Vegetation SubClassOf Microbiota,  False.
Vegetation SubClassOf MicrobiotaTaxonomy,  False.
Vegetation SubClassOf Coccolithophore,  False.
Vegetation SubClassOf Lichen,  False.
Vegetation SubClassOf Leaf,  False.
Vegetation SubClassOf Pollen,  False.
Vegetation SubClassOf Mushroom,  False.
Vegetation SubClassOf Fish,  False.
Vegetation SubClassOf Reptile,  False.
Vegetation SubClassOf Macroalgae,  False.
Vegetation SubClassOf Foraminifer,  False.
Vegetation SubClassOf Dairy,  False.
Vegetation SubClassOf Liverwort,  False.
Vegetation SubClassOf Crustacean,  False.
Vegetation SubClassOf Coral,  False.
Vegetation SubClassOf ExoticVegetation,  False.
Vegetation SubClassOf SegmentedWorm,  False.
Vegetation SubClassOf LivingThing,  True.
Vegetation SubClassOf Canopy and LivingThing,  True for
Vegetation SubClassOf Bird,  False.
Vegetation SubClassOf Fern,  False.
Vegetation SubClassOf DominantSpecies,  False.
Vegetation SubClassOf BlueGreenAlgae,  False.
Vegetation SubClassOf EvergreenVegetation,  False.
Vegetation SubClassOf TreeRing,  False.
Vegetation SubClassOf ExoticSpecies,  False.
Vegetation SubClassOf Litter,  False.
Vegetation SubClassOf Crown,  False.
Vegetation SubClassOf Jellyfish,  False.
Vegetation SubClassOf Invertebrate,  False.
Vegetation SubClassOf Anemone,  False.
Vegetation SubClassOf Ciliate,  False.
Vegetation SubClassOf Zooplankton,  False.
Vegetation SubClassOf FloweringPlant,  True.
Vegetation SubClassOf Canopy and FloweringPlant,  True,
Vegetation SubClassOf Sporozoan,  False.
Vegetation SubClassOf IndigenousVegetation,  True.
Vegetation SubClassOf Canopy and FloweringPlant and IndigenousVegetation,  True for
Vegetation SubClassOf Nutrient,  False.
Vegetation SubClassOf IndigenousSpecies,  True.
Vegetation SubClassOf Canopy and FloweringPlant and IndigenousSpecies,  True for
Vegetation SubClassOf MarineInvertebrate,  False.
Vegetation SubClassOf Conifer,  False.
Vegetation SubClassOf Yeast,  False.
Vegetation SubClassOf Mammal,  False.
Vegetation SubClassOf Protist,  False.
Vegetation SubClassOf Centipede,  False.
Vegetation SubClassOf Crop,  True.
Vegetation SubClassOf Canopy and Crop and FloweringPlant,  True.
Vegetation SubClassOf Algae,  False.
Vegetation SubClassOf Arthropod,  False.
Vegetation SubClassOf MarineBird,  False.
Vegetation SubClassOf Chlorophyll,  False.
Vegetation SubClassOf Mollusk,  False.
Vegetation SubClassOf Echinoderm,  False.
Vegetation SubClassOf Plant,  True.
Vegetation SubClassOf Canopy and Crop and FloweringPlant and Plant,  True.
Vegetation SubClassOf Amoebae,  False.
Vegetation SubClassOf Insect,  False.
Vegetation SubClassOf Mold,  False.
Vegetation SubClassOf Bacteria,  False.
Vegetation SubClassOf DeciduousVegetation,  False.
Vegetation SubClassOf Phytoplankton,  False.
Vegetation SubClassOf Canopy and Crop and FloweringPlant and Plant and VegetationCover,  True for
Vegetation SubClassOf Canopy and Crop and FloweringPlant and LivingThing and Plant,  True -
Vegetation SubClassOf Canopy and Crop and FloweringPlant and IndigenousVegetation and Plant,  True,
Vegetation SubClassOf Canopy and Crop and FloweringPlant and IndigenousSpecies and IndigenousVegetation and Plant,  True:
MarineAnimal and SlimeMold SubClassOf MarineBird,  False.
Crown and Fish SubClassOf Flatworm,  False.
Canopy and Poultry SubClassOf SlimeMold,  False.
Litter and MarineAnimal SubClassOf Millipede,  False.
Protist and SlimeMold SubClassOf Microalgae,  False.
Sporozoan and Yeast SubClassOf MarineInvertebrate,  False.
Diatom and SlimeMold SubClassOf Fish,  False.
Crown and Vertebrate SubClassOf MarineMammal,  False.
Insect and Mold SubClassOf Moss,  False.
Chlorophyll and VegetationCover SubClassOf Animal,  False.
Anemone and Radiolarian SubClassOf Ciliate,  False.
Centipede and Macroalgae SubClassOf FungiTaxonomy,  False.
Amoebae and Mushroom SubClassOf MarinePlant,  False.
Jellyfish and SegmentedWorm SubClassOf Vertebrate,  False.
Livestock and Microphyte SubClassOf DominantSpecies,  False.
Ciliate and Millipede SubClassOf Jellyfish,  False.
Echinoderm and Mold SubClassOf Sponge,  False.
Mushroom and Roundworm SubClassOf Arachnid,  False.
Anemone and DeciduousVegetation SubClassOf Canopy,  False.
Crustacean and Macroalgae SubClassOf Microbiota,  False.
MarineAnimal and Protist SubClassOf VegetationSpecies,  False.
Fish and Nutrient SubClassOf VegetationCover,  False.
Livestock and Reptile SubClassOf Flatworm,  False.
Flagellate and Millipede SubClassOf Amphibian,  False.
Arthropod and Insect SubClassOf Flagellate,  False.
MicrobiotaTaxonomy and Phytoplankton SubClassOf Lichen,  False.
Mushroom and Vegetation SubClassOf Dairy,  False.
Mammal and Mollusk SubClassOf Litter,  False.
Amoebae and SegmentedWorm SubClassOf Protist,  True.
Amoebae and SegmentedWorm SubClassOf VegetationCover,  False.
Amoebae and SegmentedWorm SubClassOf Microalgae,  False.
Amoebae and SegmentedWorm SubClassOf Fungi,  False.
Amoebae and SegmentedWorm SubClassOf Arachnid,  False.
Amoebae and SegmentedWorm SubClassOf VegetationSpecies,  False.
Amoebae and SegmentedWorm SubClassOf Sponge,  False.
Amoebae and SegmentedWorm SubClassOf Diatom,  False.
Amoebae and SegmentedWorm SubClassOf FungiTaxonomy,  False.
Amoebae and SegmentedWorm SubClassOf MarinePlant,  False.
Amoebae and SegmentedWorm SubClassOf Moss,  False.
Amoebae and SegmentedWorm SubClassOf Vertebrate,  False.
Amoebae and SegmentedWorm SubClassOf Radiolarian,  False.
Amoebae and SegmentedWorm SubClassOf Human,  False.
Amoebae and SegmentedWorm SubClassOf MarineMicrobiota,  False.
Amoebae and SegmentedWorm SubClassOf Flagellate,  False.
Amoebae and SegmentedWorm SubClassOf Poultry,  False.
Amoebae and SegmentedWorm SubClassOf MarineMammal,  False.
Amoebae and SegmentedWorm SubClassOf Amphibian,  False.
Amoebae and SegmentedWorm SubClassOf Millipede,  False.
Amoebae and SegmentedWorm SubClassOf Plankton,  True.
SegmentedWorm SubClassOf Flatworm and Plankton,  Segment
SegmentedWorm SubClassOf Animal and Plankton,  True,
SegmentedWorm SubClassOf Animal and Plankton and Roundworm,  True:
SegmentedWorm SubClassOf Animal and MarineAnimal and Plankton,  Segment
SegmentedWorm SubClassOf Animal and LivingThing and Plankton,  True for
SegmentedWorm SubClassOf Animal and Invertebrate and Plankton,  Segment
SegmentedWorm SubClassOf Animal and Plankton and Zooplankton,  True for
SegmentedWorm SubClassOf Animal and MarineInvertebrate and Plankton,  True for
SegmentedWorm SubClassOf Animal and Plankton and Protist,  Segment
SegmentedWorm SubClassOf Animal and Flatworm and LivingThing and MarineAnimal and Plankton and Roundworm,  True for
