Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByClass'?,  True,
Can Cell be considered a subcategory of 'CellByClass'?,  False.
Can PhotoreceptorCell be considered a subcategory of 'CellByClass'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'StructuralCell'?,  True.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CellByClass'?,  True.
Can Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  True.
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass'?,  I cannot
Can PlantCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroBlast that is also Neuron be considered a subcategory of 'StructuralCell'?,  I cannot
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  True.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'PlantCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'PlantCell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CirculatingCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByClass'?,  False.
Can SclerenchymaCell be considered a subcategory of 'MatureCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Cell'?,  True,
Can SclerenchymaCell be considered a subcategory of 'Cell that is also PlantCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'InMatureCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Osteocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'Cell that is also PlantCell that is also StructuralCell'?,  True.
Can SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  True,
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte be considered a subcategory of 'CirculatingCell'?,  True.
Can Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte be considered a subcategory of 'LeafCell'?,  False.
Can Erythrocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByClass'?,  False.
Can Erythrocyte be considered a subcategory of 'MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'CirculatingCell that is also MatureCell'?,  True.
Can Erythrocyte be considered a subcategory of 'AnimalCell'?,  True,
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also CirculatingCell that is also MatureCell'?,  True.
Can Erythrocyte be considered a subcategory of 'Cell'?,  True.
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CirculatingCell that is also MatureCell'?,  True.
Can Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'InMatureCell'?,  False.
Can Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Erythrocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByOrganism'?,  False.
Can Erythrocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Erythrocyte be considered a subcategory of 'StructuralCell'?,  False.
Can Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell be considered a subcategory of 'Cell'?,  True.
Can AnimalCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByClass'?,  False.
Can AnimalCell be considered a subcategory of 'MatureCell'?,  False.
Can AnimalCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can AnimalCell be considered a subcategory of 'StructuralCell'?,  False.
Can AnimalCell be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Cell'?,  True.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'PlantCell'?,  True.
Can LeafCell be considered a subcategory of 'PlantCell'?,  I must
Can ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByOrganism that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can StructuralCell be considered a subcategory of 'PlantCell'?,  I must
Can CirculatingCell that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  I cannot
Can LeafCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  I cannot
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'CellByClass'?,  true,
Can CirculatingCell that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can Miocyte be considered a subcategory of 'CellByClass'?,  False.
Can CirculatingCell be considered a subcategory of 'CellByClass'?,  I cannot
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'InMatureCell'?,  I cannot
