HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
ChildDepressionMeasure and DailyBloodPressure SubClassOf RemissionMeasure,  False.
ChildDepressionMeasure and DailyBloodPressure SubClassOf BiologicalMeasure,  True.
ChildDepressionMeasure SubClassOf BiologicalMeasure,  False.
DailyBloodPressure SubClassOf BiologicalMeasure,  True.
DailyBloodPressure SubClassOf ChildDepressionScore,  False.
DailyBloodPressure SubClassOf MolecularMeasure,  False.
DailyBloodPressure SubClassOf RemissionFrequency,  False.
DailyBloodPressure SubClassOf SatietyFrequency,  False.
DailyBloodPressure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
DailyBloodPressure SubClassOf ASAAConcentrationIncrease,  False.
DailyBloodPressure SubClassOf ERVisitFrequency,  False.
DailyBloodPressure SubClassOf ForcedExperiatoryVolume,  False.
DailyBloodPressure SubClassOf HighRemission,  False.
DailyBloodPressure SubClassOf WeigthDifference,  False.
DailyBloodPressure SubClassOf GeneExpressionDifference,  False.
DailyBloodPressure SubClassOf ExerciseResponse,  False.
DailyBloodPressure SubClassOf NeoplasmFrequency,  False.
DailyBloodPressure SubClassOf GenotypeMeasure,  False.
DailyBloodPressure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf QualityOfLife,  False.
DailyBloodPressure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
DailyBloodPressure SubClassOf HighReductionInHamiltonAnxietyScore,  False.
DailyBloodPressure SubClassOf ModerateHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf LowReductionInChildDepressionScore,  False.
DailyBloodPressure SubClassOf BodyMassIndexDifference,  False.
DailyBloodPressure SubClassOf HighHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
DailyBloodPressure SubClassOf ForcedVitalCapacity,  False.
DailyBloodPressure SubClassOf HamiltonDepressionMeasure,  False.
DailyBloodPressure SubClassOf PlasmaDrugConcentration,  False.
DailyBloodPressure SubClassOf ElectrocardiogramQTInterval,  False.
DailyBloodPressure SubClassOf PharmacokineticMeasure,  False.
DailyBloodPressure SubClassOf LowMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf RemissionMeasure,  False.
DailyBloodPressure SubClassOf GeneExpressionMeasure,  False.
DailyBloodPressure SubClassOf CellCount,  False.
DailyBloodPressure SubClassOf ASAAMeasure,  True\n
DailyBloodPressure SubClassOf ASAAMeasure and BiologicalMeasure,  True.
DailyBloodPressure SubClassOf PopulationVariation,  False.
DailyBloodPressure SubClassOf MetabolicMeasure,  False.
DailyBloodPressure SubClassOf TaxonomicMeasure,  True.
DailyBloodPressure SubClassOf ASAAMeasure and BiologicalMeasure and TaxonomicMeasure,  True.
DailyBloodPressure SubClassOf LowRemission,  False.
DailyBloodPressure SubClassOf DrugClearance,  False.
DailyBloodPressure SubClassOf ASAAConcentrationDifference,  False.
DailyBloodPressure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
DailyBloodPressure SubClassOf ASAAConcentrationDecrease,  False.
DailyBloodPressure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf BodyMassIndexMeasure,  False.
DailyBloodPressure SubClassOf IncreasedGeneExpression,  False.
DailyBloodPressure SubClassOf PathogenCount,  False.
DailyBloodPressure SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
DailyBloodPressure SubClassOf SatietyDifference,  False.
DailyBloodPressure SubClassOf DiseaseFrequency,  False.
DailyBloodPressure SubClassOf MontgomeryAsbergDepressionMeasure,  False.
DailyBloodPressure SubClassOf CognitiveMeasure,  False.
DailyBloodPressure SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf HighMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf WeightLoss,  False.
DailyBloodPressure SubClassOf Gender,  False.
DailyBloodPressure SubClassOf HamiltonAnxietyScore,  False.
DailyBloodPressure SubClassOf SatietyDecrease,  False.
DailyBloodPressure SubClassOf Weigth,  False.
DailyBloodPressure SubClassOf Race,  False.
DailyBloodPressure SubClassOf WeigthGain,  False.
DailyBloodPressure SubClassOf AsthmaFrequency,  False.
DailyBloodPressure SubClassOf DecreasedGeneExpression,  False.
DailyBloodPressure SubClassOf PharmacodynamicMeasure,  True\n
DailyBloodPressure SubClassOf ASAAMeasure and BiologicalMeasure and PharmacodynamicMeasure and TaxonomicMeasure,  True.
DailyBloodPressure SubClassOf ModerateRemission,  False.
DailyBloodPressure SubClassOf TissueMeasure,  False.
DailyBloodPressure SubClassOf MontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf HighReductionInChildDepressionScore,  False.
DailyBloodPressure SubClassOf ZeroRemission,  False.
DailyBloodPressure SubClassOf DoseFrequency,  False.
DailyBloodPressure SubClassOf HamiltonAnxietyScoreDifference,  False.
DailyBloodPressure SubClassOf DrugEfficacy,  False.
DailyBloodPressure SubClassOf WeightMeasure,  False.
DailyBloodPressure SubClassOf CoagulationProfile,  False.
DailyBloodPressure SubClassOf LowReductionInHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf BloodPressure,  True.
DailyBloodPressure SubClassOf ASAAMeasure and BiologicalMeasure and BloodPressure and PharmacodynamicMeasure and TaxonomicMeasure,  True\n
DailyBloodPressure SubClassOf PulmonaryFunctionMeasure,  False.
DailyBloodPressure SubClassOf SatietyIncrease,  False.
DailyBloodPressure SubClassOf DiseaseSusceptibilityOdds,  False.
DailyBloodPressure SubClassOf LowHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf BoneMineralDensity,  False.
DailyBloodPressure SubClassOf NormalGeneExpression,  False.
DailyBloodPressure SubClassOf ReninAngiotensinSystemMeasure,  False.
DailyBloodPressure SubClassOf BloodSerumProteinCount,  False.
DailyBloodPressure SubClassOf AnxietyMeasure,  False.
DailyBloodPressure SubClassOf HamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf SideEffectRate,  False.
DailyBloodPressure SubClassOf DepressionMeasure,  False.
DailyBloodPressure SubClassOf GeneExpression,  False.
DailyBloodPressure SubClassOf Dose,  False.
DailyBloodPressure SubClassOf SatietyMeasure,  False.
DailyBloodPressure SubClassOf LowerDiseaseSusceptibilityOdds,  False.
DailyBloodPressure SubClassOf SideEffectFrequency,  False.
DailyBloodPressure SubClassOf MyocardialInfarctionFrequency,  False.
DailyBloodPressure SubClassOf ZeroDrugEfficacy,  False.
DailyBloodPressure SubClassOf Satiety,  False.
DailyBloodPressure SubClassOf ClinicalOutcomeMeasure,  False.
DailyBloodPressure SubClassOf LipidProfile,  False.
DailyBloodPressure SubClassOf BodyMassIndexDecrease,  False.
DailyBloodPressure SubClassOf HighDrugEfficacy,  False.
DailyBloodPressure SubClassOf BodyMassIndexIncrease,  False.
DailyBloodPressure SubClassOf _24HourBloodPressure,  False.
DailyBloodPressure SubClassOf HighReductionInHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf BodyMassIndex,  False.
DailyBloodPressure SubClassOf DrugEfficacyMeasure,  False.
DailyBloodPressure SubClassOf BiophysicalMeasure,  True.
DailyBloodPressure SubClassOf ASAAMeasure and BiologicalMeasure and BiophysicalMeasure and BloodPressure and PharmacodynamicMeasure and TaxonomicMeasure,  True for
DailyBloodPressure SubClassOf ChildDepressionScoreDifference,  False.
DailyBloodPressure SubClassOf LowReductionInHamiltonAnxietyScore,  False.
DailyBloodPressure SubClassOf ChildDepressionMeasure,  False.
DailyBloodPressure SubClassOf HamiltonDepressionScoreDifference,  False.
DailyBloodPressure SubClassOf HighRemissionOddsRatio,  False.
DailyBloodPressure SubClassOf LowDrugEfficacy,  False.
DailyBloodPressure SubClassOf ErythromycinClearanceMeasure,  False.
DailyBloodPressure SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
DailyBloodPressure SubClassOf ModerateReductionInChildDepressionScore,  False.
DailyBloodPressure SubClassOf ASAAConcentration,  False.
DailyBloodPressure SubClassOf ModerateReductionInHamiltonDepressionScore,  False.
DailyBloodPressure SubClassOf SimilarRemissionOddsRatio,  False.
DailyBloodPressure SubClassOf EventFreeSurvivalTime,  False.
DailyBloodPressure SubClassOf LowRemissionOddsRatio,  False.
DailyBloodPressure SubClassOf HomocysteineLevel,  False.
DailyBloodPressure SubClassOf SideEffectMeasure,  False.
DailyBloodPressure SubClassOf RemissionOddsRatio,  False.
SideEffectRate SubClassOf ClinicalOutcomeMeasure,  True.
SideEffectRate SubClassOf ChildDepressionScore,  False.
SideEffectRate SubClassOf MolecularMeasure,  True\n
SideEffectRate SubClassOf RemissionFrequency,  False.
SideEffectRate SubClassOf SatietyFrequency,  False.
SideEffectRate SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
SideEffectRate SubClassOf ASAAConcentrationIncrease,  False.
SideEffectRate SubClassOf ERVisitFrequency,  False.
SideEffectRate SubClassOf ForcedExperiatoryVolume,  False.
SideEffectRate SubClassOf DailyBloodPressure,  False.
SideEffectRate SubClassOf HighRemission,  False.
SideEffectRate SubClassOf WeigthDifference,  False.
SideEffectRate SubClassOf GeneExpressionDifference,  False.
SideEffectRate SubClassOf ExerciseResponse,  True\n
SideEffectRate SubClassOf ExerciseResponse and MolecularMeasure,  False.
SideEffectRate SubClassOf NeoplasmFrequency,  False.
SideEffectRate SubClassOf GenotypeMeasure,  True.
SideEffectRate SubClassOf GenotypeMeasure and MolecularMeasure,  True.
SideEffectRate SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf QualityOfLife,  False.
SideEffectRate SubClassOf AirwayResponsivenessUsingMethacholine,  False.
SideEffectRate SubClassOf HighReductionInHamiltonAnxietyScore,  False.
SideEffectRate SubClassOf ModerateHamiltonDepressionScore,  False.
SideEffectRate SubClassOf LowReductionInChildDepressionScore,  False.
SideEffectRate SubClassOf BodyMassIndexDifference,  False.
SideEffectRate SubClassOf HighHamiltonDepressionScore,  False.
SideEffectRate SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
SideEffectRate SubClassOf ForcedVitalCapacity,  False.
SideEffectRate SubClassOf HamiltonDepressionMeasure,  False.
SideEffectRate SubClassOf PlasmaDrugConcentration,  False.
SideEffectRate SubClassOf ElectrocardiogramQTInterval,  False.
SideEffectRate SubClassOf PharmacokineticMeasure,  True\n
SideEffectRate SubClassOf GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure,  True.
SideEffectRate SubClassOf LowMontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf RemissionMeasure,  False.
SideEffectRate SubClassOf BiologicalMeasure,  True\n
SideEffectRate SubClassOf BiologicalMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure,  False.
SideEffectRate SubClassOf GeneExpressionMeasure,  True.
SideEffectRate SubClassOf GeneExpressionMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure,  False.
SideEffectRate SubClassOf CellCount,  False.
SideEffectRate SubClassOf ASAAMeasure,  True\n
SideEffectRate SubClassOf ASAAMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure,  True.
SideEffectRate SubClassOf PopulationVariation,  True\n
SideEffectRate SubClassOf ASAAMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure and PopulationVariation,  True\n
SideEffectRate SubClassOf MetabolicMeasure,  False.
SideEffectRate SubClassOf TaxonomicMeasure,  True\n
SideEffectRate SubClassOf ASAAMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure and PopulationVariation and TaxonomicMeasure,  False.
SideEffectRate SubClassOf LowRemission,  False.
SideEffectRate SubClassOf DrugClearance,  False.
SideEffectRate SubClassOf ASAAConcentrationDifference,  False.
SideEffectRate SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
SideEffectRate SubClassOf ASAAConcentrationDecrease,  False.
SideEffectRate SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf BodyMassIndexMeasure,  False.
SideEffectRate SubClassOf IncreasedGeneExpression,  False.
SideEffectRate SubClassOf PathogenCount,  False.
SideEffectRate SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
SideEffectRate SubClassOf SatietyDifference,  False.
SideEffectRate SubClassOf DiseaseFrequency,  False.
SideEffectRate SubClassOf MontgomeryAsbergDepressionMeasure,  False.
SideEffectRate SubClassOf CognitiveMeasure,  False.
SideEffectRate SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf HighMontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf WeightLoss,  False.
SideEffectRate SubClassOf Gender,  False.
SideEffectRate SubClassOf HamiltonAnxietyScore,  False.
SideEffectRate SubClassOf SatietyDecrease,  True.
SideEffectRate SubClassOf ASAAMeasure and GenotypeMeasure and MolecularMeasure and PharmacokineticMeasure and PopulationVariation and SatietyDecrease,  The following
SideEffectRate SubClassOf Weigth,  False.
SideEffectRate SubClassOf Race,  False.
SideEffectRate SubClassOf WeigthGain,  False.
SideEffectRate SubClassOf AsthmaFrequency,  False.
SideEffectRate SubClassOf DecreasedGeneExpression,  False.
SideEffectRate SubClassOf PharmacodynamicMeasure,  True.
SideEffectRate SubClassOf ASAAMeasure and GenotypeMeasure and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  True\n
SideEffectRate SubClassOf ModerateRemission,  False.
SideEffectRate SubClassOf TissueMeasure,  False.
SideEffectRate SubClassOf MontgomeryAsbergDepressionRating,  False.
SideEffectRate SubClassOf HighReductionInChildDepressionScore,  False.
SideEffectRate SubClassOf ZeroRemission,  False.
SideEffectRate SubClassOf DoseFrequency,  False.
SideEffectRate SubClassOf HamiltonAnxietyScoreDifference,  False.
SideEffectRate SubClassOf DrugEfficacy,  False.
SideEffectRate SubClassOf WeightMeasure,  False.
SideEffectRate SubClassOf CoagulationProfile,  True\n
SideEffectRate SubClassOf ASAAMeasure and CoagulationProfile and GenotypeMeasure and MolecularMeasure and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  True\n
SideEffectRate SubClassOf LowReductionInHamiltonDepressionScore,  False.
SideEffectRate SubClassOf BloodPressure,  False.
SideEffectRate SubClassOf PulmonaryFunctionMeasure,  False.
SideEffectRate SubClassOf SatietyIncrease,  False.
SideEffectRate SubClassOf DiseaseSusceptibilityOdds,  False.
SideEffectRate SubClassOf LowHamiltonDepressionScore,  False.
SideEffectRate SubClassOf BoneMineralDensity,  False.
SideEffectRate SubClassOf NormalGeneExpression,  True\n
SideEffectRate SubClassOf ASAAMeasure and CoagulationProfile and GenotypeMeasure and MolecularMeasure and NormalGeneExpression and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  True\n
SideEffectRate SubClassOf ReninAngiotensinSystemMeasure,  False.
SideEffectRate SubClassOf BloodSerumProteinCount,  False.
SideEffectRate SubClassOf AnxietyMeasure,  False.
SideEffectRate SubClassOf HamiltonDepressionScore,  False.
SideEffectRate SubClassOf DepressionMeasure,  True\n
SideEffectRate SubClassOf ASAAMeasure and CoagulationProfile and DepressionMeasure and GenotypeMeasure and MolecularMeasure and NormalGeneExpression and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  True\n
SideEffectRate SubClassOf GeneExpression,  False.
SideEffectRate SubClassOf Dose,  False.
SideEffectRate SubClassOf SatietyMeasure,  False.
SideEffectRate SubClassOf LowerDiseaseSusceptibilityOdds,  False.
SideEffectRate SubClassOf SideEffectFrequency,  False.
SideEffectRate SubClassOf MyocardialInfarctionFrequency,  False.
SideEffectRate SubClassOf ZeroDrugEfficacy,  False.
SideEffectRate SubClassOf Satiety,  False.
SideEffectRate SubClassOf ASAAMeasure and ClinicalOutcomeMeasure and CoagulationProfile and DepressionMeasure and GenotypeMeasure and MolecularMeasure and NormalGeneExpression and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  False.
SideEffectRate SubClassOf LipidProfile,  False.
SideEffectRate SubClassOf BodyMassIndexDecrease,  False.
SideEffectRate SubClassOf HighDrugEfficacy,  False.
SideEffectRate SubClassOf BodyMassIndexIncrease,  False.
SideEffectRate SubClassOf _24HourBloodPressure,  False.
SideEffectRate SubClassOf HighReductionInHamiltonDepressionScore,  False.
SideEffectRate SubClassOf BodyMassIndex,  False.
SideEffectRate SubClassOf DrugEfficacyMeasure,  False.
SideEffectRate SubClassOf BiophysicalMeasure,  True\n
SideEffectRate SubClassOf ASAAMeasure and BiophysicalMeasure and CoagulationProfile and DepressionMeasure and GenotypeMeasure and MolecularMeasure and NormalGeneExpression and PharmacodynamicMeasure and PharmacokineticMeasure and PopulationVariation,  True:
SideEffectRate SubClassOf ChildDepressionScoreDifference,  False.
SideEffectRate SubClassOf LowReductionInHamiltonAnxietyScore,  False.
